simulation month frag_zone year random_number selected_set
1 1 1 1 0.015499596774912194 1
1 1 1 2 0.6439571146498841 3
1 1 1 3 0.15779167572907127 1
1 1 1 4 0.18360267987975698 9
1 1 1 5 0.46972501375719444 2
1 1 1 6 0.12539057570002898 5
1 1 1 7 0.5918676736846328 6
1 1 1 8 0.46723866305630657 3
1 1 1 9 0.08535573886276804 3
1 1 1 10 0.5967880215413933 8
1 1 2 1 0.27422979372496303 6
1 1 2 2 0.22873759322292186 5
1 1 2 3 0.8534537574159027 8
1 1 2 4 0.28853886341010193 5
1 1 2 5 0.14567746121912206 6
1 1 2 6 0.5719673577485559 2
1 1 2 7 0.5778454303155359 10
1 1 2 8 0.18444579054649957 8
1 1 2 9 0.643512287413468 8
1 1 2 10 0.06083119125036973 4
1 1 3 1 0.9908969424749979 10
1 1 3 2 0.19387857136613273 6
1 1 3 3 0.5661028350026361 6
1 1 3 4 0.3441540961492603 1
1 1 3 5 0.6512870558187067 4
1 1 3 6 0.6207216575923218 1
1 1 3 7 0.4460828010750816 3
1 1 3 8 0.2298183194286767 10
1 1 3 9 0.13591835521622575 1
1 1 3 10 0.729528490781017 7
1 1 4 1 0.002707405865345125 8
1 1 4 2 0.13085833200003227 3
1 1 4 3 0.5609513595655371 2
1 1 4 4 0.9581932770216219 1
1 1 4 5 0.7822394188703505 1
1 1 4 6 0.6554898325168428 8
1 1 4 7 0.9993987899468177 1
1 1 4 8 0.45617286023605574 2
1 1 4 9 0.09656322168631826 9
1 1 4 10 0.5256293753492672 7
1 1 5 1 0.1401520975829681 4
1 1 5 2 0.010123781161442635 7
1 1 5 3 0.8426075590958853 10
1 1 5 4 0.8835429957338583 3
1 1 5 5 0.44718044607195295 1
1 1 5 6 0.2397747192425158 4
1 1 5 7 0.5715395792734245 2
1 1 5 8 0.4435087880329448 6
1 1 5 9 0.4324921140266167 1
1 1 5 10 0.38775028246230103 4
1 1 6 1 0.5562439329097429 5
1 1 6 2 0.96584500902033 5
1 1 6 3 0.19966524288398668 9
1 1 6 4 0.7728340655188254 7
1 1 6 5 0.31647969990753744 8
1 1 6 6 0.8845828012748533 4
1 1 6 7 0.7655815376156047 1
1 1 6 8 0.8179404897377274 9
1 1 6 9 0.6548871262323547 5
1 1 6 10 0.5757240658300591 10
1 1 7 1 0.3827723488661293 6
1 1 7 2 0.6551405615023476 2
1 1 7 3 0.6002375576837935 1
1 1 7 4 0.844757743467938 2
1 1 7 5 0.07660486512572551 10
1 1 7 6 0.2881162189119497 5
1 1 7 7 0.8130081124686931 4
1 1 7 8 0.7225791651787321 5
1 1 7 9 0.5369914841486834 2
1 1 7 10 0.02714728093168195 3
1 1 8 1 0.19578213360498187 3
1 1 8 2 0.21308266082831806 5
1 1 8 3 0.35071401401689084 2
1 1 8 4 0.4772290550726952 3
1 1 8 5 0.44360077278485865 6
1 1 8 6 0.49257641377580397 7
1 1 8 7 0.37600779654594707 10
1 1 8 8 0.7085991738129466 3
1 1 8 9 0.6515069945856267 5
1 1 8 10 0.8090688845045537 6
1 1 9 1 0.5754979132522321 1
1 1 9 2 0.7783387897210694 8
1 1 9 3 0.36092884754062027 8
1 1 9 4 0.2495341031106033 3
1 1 9 5 0.6447177998930808 2
1 1 9 6 0.8488039347051843 9
1 1 9 7 0.5177498557428236 8
1 1 9 8 0.39477578103516286 3
1 1 9 9 0.13951886392048707 10
1 1 9 10 0.486158536462422 9
1 1 10 1 0.3529261296969496 7
1 1 10 2 0.6867216159220111 7
1 1 10 3 0.11562841443262861 4
1 1 10 4 0.05157530992252124 9
1 1 10 5 0.4172918467887846 3
1 1 10 6 0.19360792829007312 4
1 1 10 7 0.5384124657232453 8
1 1 10 8 0.8300324801929143 10
1 1 10 9 0.3943677218782484 5
1 1 10 10 0.37440137760148295 10
1 1 11 1 0.610078441681444 9
1 1 11 2 0.5972573066554749 3
1 1 11 3 0.7223924354625757 4
1 1 11 4 0.43044745002439944 4
1 1 11 5 0.3761185515322707 2
1 1 11 6 0.9295206700459491 5
1 1 11 7 0.31097983100258986 1
1 1 11 8 0.5107731322180571 7
1 1 11 9 0.7588254413719242 6
1 1 11 10 0.6707551130529958 10
1 1 12 1 0.23273044701179713 6
1 1 12 2 0.8376772070929196 8
1 1 12 3 0.29451620184030225 2
1 1 12 4 0.8946733343046772 5
1 1 12 5 0.3328912190144512 8
1 1 12 6 0.7208699989989374 1
1 1 12 7 0.14127987822364907 8
1 1 12 8 0.6770523322227988 7
1 1 12 9 0.5935529920201917 5
1 1 12 10 0.29979831389312317 9
1 1 13 1 0.010159252251401019 8
1 1 13 2 0.9688949188744963 7
1 1 13 3 0.46203119247125213 9
1 1 13 4 0.5807699002481029 5
1 1 13 5 0.5226289796974746 5
1 1 13 6 0.9996796281730679 1
1 1 13 7 0.8454888221873259 9
1 1 13 8 0.2455779235258454 6
1 1 13 9 0.7818724916281294 4
1 1 13 10 0.588631725943941 9
1 1 14 1 0.24845085151246848 6
1 1 14 2 0.0198392068375437 7
1 1 14 3 0.5940586103862928 3
1 1 14 4 0.06346488678626483 2
1 1 14 5 0.9647133916431989 8
1 1 14 6 0.40926265536193784 6
1 1 14 7 0.33991706576351643 10
1 1 14 8 0.35617140526569635 5
1 1 14 9 0.057078163192249565 7
1 1 14 10 0.7841100847786863 5
1 1 15 1 0.1680421251583465 10
1 1 15 2 0.215448537363781 4
1 1 15 3 0.4320454208390041 4
1 1 15 4 0.4442188999120579 4
1 1 15 5 0.15072561196730705 10
1 1 15 6 0.2846669492671794 3
1 1 15 7 0.7885845417890499 4
1 1 15 8 0.2296088700514436 9
1 1 15 9 0.18603881350224016 3
1 1 15 10 0.23714159348109964 9
1 1 16 1 0.5542081317983883 2
1 1 16 2 0.6692312391546591 3
1 1 16 3 0.9712591593163518 2
1 1 16 4 0.9522867661116727 8
1 1 16 5 0.09783648063101935 9
1 1 16 6 0.8123533306059303 2
1 1 16 7 0.012216683066310186 2
1 1 16 8 0.4951237829585672 10
1 1 16 9 0.6096189183104102 10
1 1 16 10 0.36079550213017886 7
1 1 17 1 0.4428634703421146 5
1 1 17 2 0.5350718557345701 5
1 1 17 3 0.8017570259558143 2
1 1 17 4 0.388663212401989 7
1 1 17 5 0.483353481850858 8
1 1 17 6 0.4520484371255187 2
1 1 17 7 0.3633838256077483 4
1 1 17 8 0.8226655067494502 3
1 1 17 9 0.8995221673325207 1
1 1 17 10 0.627219463695461 1
1 1 18 1 0.2554393884834537 2
1 1 18 2 0.6565302168647159 4
1 1 18 3 0.9879437302454869 6
1 1 18 4 0.5768110345591396 6
1 1 18 5 0.4115902891489084 5
1 1 18 6 0.957645293457372 8
1 1 18 7 0.557305768655054 9
1 1 18 8 0.934664772674516 2
1 1 18 9 0.8968971834625735 6
