Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,,,,,,,
91,,,,,,,
83,,,,,,,
93,,,,,,,
168,,,,,,,
169,,,,,,,
119,86,240,77960,,1130,2/18/15,11:30 AM
128,,,,,,,
129,,,,,,,
62,0,260,26778,,1105,2/18/15,11:05 AM
76,0,360,92932,,1050,2/18/15,10:50 AM
84,26,320,38115,,1040,2/18/15,10:40 AM
167,,,,,,,
177,45,420,24417,,1140,2/18/15,11:40 AM
178,,,,,,,
85,,,,,,,
89,,,,,,,
61,0,220,62116,,955,2/18/15,9:55 AM
60,10,340,26656,,950,2/18/15,9:50 AM
66,0,280,43106,,945,2/18/15,9:45 AM
46,18,,2382,,935,2/18/15,9:35 AM
33,24,200,19887,,930,2/18/15,9:30 AM
77,16,300,80349,,920,2/18/15,9:20 AM
72,0,260,307,,915,2/18/15,9:15 AM
81,0,320,93619,,910,2/18/15,9:10 AM
67,,,,,,,
171,18,270,90781,,1220,2/18/15,12:20 PM
172,18,260,36471,,1230,2/18/15,12:30 PM
182,,,,,,,
179,,,,,,,
101,,,,,,,
105,,,,,,,
107,,,,,,,
163,95,,19866,,740,2/18/15,7:40 AM
165,,,,,,,
183,,,,,,,
143,,,,,,,
97,24,,60477,,815,2/18/15,8:15 AM
99,10,,73803,,805,2/18/15,8:05 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,,,,,,,
241,,,,,,,
242,,,,,,,
151,,,,,,,
152,,,,,,,
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
