Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,85,400,518504,25,950,7/22/15,9:50 AM
91,75,270,,25,1245,7/22/15,12:45 PM
83,90,300,442318,40,910,7/22/15,9:10 AM
93,75,270,143360,25,850,7/22/15,8:50 AM
168,105,250,,40,920,7/22/15,9:20 AM
169,97,290,,35,925,7/22/15,9:25 AM
119,80,260,834242,80,845,7/22/15,8:45 AM
128,126,25,472145,25,1050,7/22/15,10:50 AM
129,,,,,,,
62,0,260,321341,105,1255,7/21/15,12:55 PM
76,0,310,753,120,1245,7/21/15,12:45 PM
84,30,250,451290,500,1215,7/21/15,12:15 PM
167,0,240,13258,110,1235,7/21/15,12:35 PM
177,68,,128701,220,1020,7/22/15,10:20 AM
178,85,100,380554,25,1030,7/22/15,10:30 AM
85,60,420,102431,25,1115,7/22/15,11:15 AM
89,48,170,13099,25,1125,7/22/15,11:25 AM
61,15,190,667129,240,1155,7/21/15,11:55 AM
60,20,340,340725,135,1145,7/21/15,11:45 AM
66,20,280,495559,280,1135,7/21/15,11:35 AM
46,26,0,27728,75,1125,7/21/15,11:25 AM
33,0,0,239734,115,1120,7/21/15,11:20 AM
77,26,0,138297,100,1110,7/21/15,11:10 AM
72,0,230,57949,25,1055,7/21/15,10:55 AM
81,10,320,9446,25,1045,7/21/15,10:45 AM
67,50,240,397951,25,1140,7/22/15,11:40 AM
171,23,270,965485,300,1210,7/22/15,12:10 PM
172,22,270,422611,440,1220,7/22/15,12:20 PM
182,,,,,,,
179,62,15,718525,25,1000,7/21/15,10:00 AM
101,55,520,33959,30,945,7/21/15,9:45 AM
105,50,100,780430,30,825,7/21/15,8:25 AM
107,60,370,163869,30,815,7/21/15,8:15 AM
163,95,150,225380,1040,755,7/21/15,7:55 AM
165,86,210,72860,30,835,7/21/15,8:35 AM
183,18,210,93700,25,845,7/21/15,8:45 AM
143,12,120,405224,25,855,7/21/15,8:55 AM
97,25,230,651279,1520,925,7/21/15,9:25 AM
99,10,160,768980,1000,915,7/21/15,9:15 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,,,,,,,
241,,,,,,,
242,,,,,,,
151,,,,,,,
152,,,,,,,
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
