Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,25,400,551507,35,825,9/16/2015,8:25 AM
91,75,338,,30,750,9/16/2015,7:50 AM
83,108,240,,25,800,9/16/2015,8:00 AM
93,80,211,,30,745,9/16/2015,7:45 AM
168,93,270,463949,25,755,9/16/2015,7:55 AM
169,,,,,,,
119,81,180,852624,360,740,9/16/2015,7:40 AM
128,121,24,492671,25,905,9/16/2015,9:05 AM
129,,,,,,,
62,,,,280,720,9/16/2015,7:20 AM
76,0,320,27343,145,710,9/16/2015,7:10 AM
84,21,320,476884,540,650,9/16/2015,6:50 AM
167,0,240,32562,120,655,9/16/2015,6:55 AM
177,67,433,,240,850,9/16/2015,8:50 AM
178,86,,,30,840,9/16/2015,8:40 AM
85,53,300,135054,35,925,9/16/2015,9:25 AM
89,42,170,26493,35,935,9/16/2015,9:35 AM
61,0,220,684385,260,1340,9/15/2015,1:40 PM
60,8,340,368376,300,1325,9/15/2015,1:25 PM
66,0,268,,380,,,
46,,,28071,380,1305,9/15/2015,1:05 PM
33,0,200,252217,440,255,9/15/2015,2:55 AM
77,0,,,360,1245,9/15/2015,12:45 PM
72,0,240,77507,100,1235,9/15/2015,12:35 PM
81,0,320,35895,60,1225,9/15/2015,12:25 PM
67,50,204,,30,940,9/15/2015,9:40 AM
171,21,270,985735,400,1350,9/15/2015,1:50 PM
172,23,270,442437,460,1355,9/15/2015,1:55 PM
182,,,,,,,
179,56,18,730387,30,1005,9/16/2015,10:05 AM
101,55,520,76829,45,1025,9/16/2015,10:25 AM
105,60,100,788686,35,1030,9/16/2015,10:30 AM
107,67,330,193558,100,1055,9/16/2015,10:55 AM
163,110,130,235115,860,1045,9/16/2015,10:45 AM
165,42,210,90277,25,1105,9/16/2015,11:05 AM
183,18,200,103051,25,1120,9/16/2015,11:20 AM
143,10,100,413996,25,1135,9/16/2015,11:35 AM
97,40,170,667572,1680,1205,9/16/2015,12:05 PM
99,12,160,780452,900,1215,9/16/2015,12:15 PM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,55,32,862528,1400,1235,9/16/2015,12:35 PM
241,,,,,,,
242,,,,,,,
151,58,0,247987,660,1305,9/16/2015,1:05 PM
152,83,36,507442,660,1310,9/16/2015,1:10 PM
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
