Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,,,,,,,
91,,,,,,,
83,,,,,,,
93,,,,,,,
168,,,,,,,
169,,,,,,,
119,80,,77233,,1230,1/28/15,12:30:00 PM
128,,,,,,,
129,,,,,,,
62,0,,26036,,1220,1/28/15,12:20:00 PM
76,0,,9184,,1210,1/28/15,12:10:00 PM
84,30,,37162,,1200,1/28/15,12:00:00 PM
167,,,,,,,
177,65,,23154,,1245,1/28/15,12:45:00 PM
178,,,,,,,
85,,,,,,,
89,,,,,,,
61,10,,61456,,1145,1/28/15,11:45:00 AM
60,15,,25625,,1130,1/28/15,11:30:00 AM
66,20,,42237,,1120,1/28/15,11:20:00 AM
46,20,,2213,,1110,1/28/15,11:10:00 AM
33,22,,92692,,1055,1/28/15,10:55:00 AM
77,18,,72029,,1045,1/28/15,10:45:00 AM
72,0,,99515,,1035,1/28/15,10:35:00 AM
81,0,,92606,,1025,1/28/15,10:25:00 AM
67,,,,,,,
171,15,,90009,,1255,1/28/15,12:55:00 PM
172,15,,35689,,1305,1/28/15,1:05:00 PM
182,,,,,,,
179,,,,,,,
101,,,,,,,
105,,,,,,,
107,,,,,,,
163,100,,19500,780,840,1/28/15,8:40:00 AM
165,,,,,,,
183,,,,,,,
143,,,,,,,
97,35,,59848,1360,915,1/28/15,9:15:00 AM
99,10,,73319,720,905,1/28/15,9:05:00 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,,,,,,,
241,,,,,,,
242,,,,,,,
151,,,,,,,
152,,,,,,,
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
