Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,50,380,587373,30,1323,11/16/15,1:23 PM
91,74,300,,30,1258,11/16/15,12:58 PM
83,100,260,487683,25,1302,11/16/15,1:02 PM
93,78,240,262176,30,1254,11/16/15,12:54 PM
168,112,240,518005,25,1310,11/16/15,1:10 PM
169,110,330,697729,25,1315,11/16/15,1:15 PM
119,78,260,873752,460,1244,11/16/15,12:44 PM
128,,,,,,,
129,120,26,510742,20,707,11/16/15,7:07 AM
62,2,198,146468,200,1231,11/16/15,12:31 PM
76,0,187,,140,1225,11/16/15,12:25 PM
84,5,,,480,1202,11/16/15,12:02 PM
167,12,,,125,1214,11/17/15,12:14 PM
177,49,440,581398,260,642,11/17/15,6:42 AM
178,86,88,768659,25,649,11/17/15,6:49 AM
85,60,310,162874,25,635,11/17/15,6:35 AM
89,42,180,41201,30,628,11/16/15,6:28 AM
61,0,210,703809,360,1148,11/16/15,11:48 AM
60,6,280,397989,320,1140,11/16/15,11:40 AM
66,19,266,388997,360,1132,11/16/15,11:32 AM
46,12,,28070,240,1125,11/16/15,11:25 AM
33,16,,258435,360,1120,11/16/15,11:20 AM
77,13,231,161746,460,1052,11/16/15,10:52 AM
72,0,240,98744,115,1102,11/16/15,11:02 AM
81,16,,,60,1111,11/16/15,11:11 AM
67,41,195,244718,30,621,11/17/15,6:21 AM
171,32,250,8147,380,1345,11/16/15,1:45 PM
172,32,240,464659,520,1353,11/16/15,1:53 PM
182,,,,,,,
179,40,24,742863,30,801,11/17/15,8:01 AM
101,55,520,123356,25,821,11/17/15,8:21 AM
105,60,,,30,843,11/17/15,8:43 AM
107,46,386,213655,90,839,11/17/15,8:39 AM
163,100,140,245169,940,833,11/17/15,8:33 AM
165,80,200,771477,30,852,11/17/15,8:52 AM
183,,,,,,,
143,,,,,,,
97,26,200,686433,1560,932,11/17/15,9:32 AM
99,11,160,792122,920,936,11/17/15,9:36 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,60,30,890417,1460,959,11/17/15,9:59 AM
241,,,,,,,
242,,,,,,,
151,41,,247987,120,1027,11/17/15,10:27 AM
152,75,32,535002,640,1034,11/17/15,10:34 AM
161,,,,,,,
104,26,20,212803,60,1058,11/17/15,10:58 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
