Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,50,40,579758,35,1005,11/3/15,10:05 AM
91,74,299,376225,35,939,11/3/15,9:39 AM
83,100,280,482592,35,944,11/3/15,9:44 AM
93,78,240,,30,934,11/3/15,9:34 AM
168,112,244,472656,30,950,11/3/15,9:50 AM
169,110,331,635385,30,955,11/3/15,9:55 AM
119,78,260,868747,300,925,11/3/15,9:25 AM
128,120,,507987,20,1045,11/3/15,10:45 AM
129,,,,,,11/3/15,
62,1,168,108785,220,915,11/3/15,9:15 AM
76,1,107,106230,125,902,11/3/15,9:02 AM
84,12,260,496414,500,842,11/3/15,8:42 AM
167,6,210,,125,852,11/3/15,8:52 AM
177,50,436,494076,220,1027,11/3/15,10:27 AM
178,92,90,598762,25,1020,11/3/15,10:20 AM
85,60,310,155563,25,1110,11/3/15,11:10 AM
89,40,170,37871,30,1120,11/3/15,11:20 AM
61,4,210,699767,360,800,11/3/15,8:00 AM
60,25,300,392430,340,752,11/3/15,7:52 AM
66,25,239,259021,360,740,11/3/15,7:40 AM
46,32,,28070,200,730,11/3/15,7:30 AM
33,26,,258435,360,728,11/3/15,7:28 AM
77,17,230,118196,400,720,11/3/15,7:20 AM
72,0,230,94277,55,702,11/3/15,7:02 AM
81,8,320,58884,40,710,11/3/15,7:10 AM
67,45,192,205397,35,1126,11/3/15,11:26 AM
171,24,260,459810,480,825,11/3/15,8:25 AM
172,24,260,3364,380,817,11/3/15,8:17 AM
182,,,,,,,
179,60,16,740060,30,1150,11/3/15,11:50 AM
101,50,530,112926,30,1206,11/3/15,12:06 PM
105,60,100,794656,30,1234,11/3/15,12:34 PM
107,41,385,183583,95,1226,11/3/15,12:26 PM
163,105,140,242987,920,1218,11/3/15,12:18 PM
165,79,202,501029,35,1242,11/3/15,12:42 PM
183,18,230,108338,30,1250,11/3/15,12:50 PM
143,0,110,421266,20,1305,11/3/15,1:05 PM
97,29,200,682215,1600,1330,11/3/15,1:30 PM
99,13,160,789611,860,1340,11/3/15,1:40 PM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,58,30,884503,1480,752,11/4/15,7:52 AM
241,,,,,,,
242,,,,,,,
151,35,,247987,100,822,11/4/15,8:22 AM
152,62,35,529123,680,833,11/4/15,8:33 AM
161,,,,,,,
104,37,18,209261,65,900,11/4/15,9:00 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
