Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,50,,,30,820,12/15/15,8:20 AM
91,71,287,546629,30,800,12/15/15,8:00 AM
83,10,,,30,805,12/15/15,8:05 AM
93,76,242,362779,30,753,12/15/15,7:53 AM
168,90,245,617356,25,810,12/15/15,8:10 AM
169,350,319,847878,25,815,12/15/15,8:15 AM
119,78,260,884701,150,748,12/15/15,7:48 AM
128,,,,,,12/15/15,
129,120,28,520692,25,917,12/15/15,9:17 AM
62,0,270,255710,150,732,12/15/15,7:32 AM
76,16,241,233251,260,737,12/15/15,7:37 AM
84,3,240,923396,480,714,12/15/15,7:14 AM
167,8,220,232968,140,724,12/15/15,7:24 AM
177,51,433,744848,240,843,12/15/15,8:43 AM
178,76,40,347478,25,837,12/15/15,8:37 AM
85,60,300,175567,30,914,12/15/15,9:14 AM
89,44,170,47977,30,924,12/15/15,9:24 AM
61,0,220,712594,220,702,12/15/15,7:02 AM
60,20,320,410891,240,658,12/15/15,6:58 AM
66,18,273,419618,260,653,12/15/15,6:53 AM
46,26,,28078,85,648,12/15/15,6:48 AM
33,18,200,262564,240,643,12/15/15,6:43 AM
77,11,267,258262,300,620,12/15/15,6:20 AM
72,0,230,108605,40,630,12/15/15,6:30 AM
81,16,,,30,636,12/15/15,6:36 AM
67,46,231,317917,30,930,12/15/15,9:30 AM
171,27,260,18692,360,1320,12/15/15,1:20 PM
172,27,260,475324,420,1325,12/15/15,1:25 PM
182,,,,,,12/15/15,
179,32,25,750785,25,1009,12/15/15,10:09 AM
101,50,520,144448,25,1025,12/15/15,10:25 AM
105,50,,,30,1051,12/15/15,10:51 AM
107,42,403,367917,80,1046,12/15/15,10:46 AM
163,85,160,250404,920,108,12/15/15,1:08 AM
165,80,200,156780,23,1100,12/15/15,11:00 AM
183,10,240,111453,23,1106,12/15/15,11:06 AM
143,15,110,425394,20,1120,12/15/15,11:20 AM
97,20,220,694971,1600,1145,12/15/15,11:45 AM
99,10,160,797110,1000,1150,12/15/15,11:50 AM
176,,,,,,12/15/15,
170,,,,,,12/15/15,
180,,,,,,12/15/15,
164,62,30,903308,1560,707,12/16/15,7:07 AM
241,,,,,,12/16/15,
242,,,,,,12/16/15,
151,42,,247987,45,739,12/16/15,7:39 AM
152,74,34,548862,560,745,12/16/15,7:45 AM
161,,,,,,12/16/15,
104,30,20,220628,65,812,12/16/15,8:12 AM
302,,,,,,12/16/15,
202,,,,,,12/16/15,
204,,,,1040,1206,12/15/15,12:06 PM
207,,,,,,,
213,,,,,,,
