Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,,,,,,,
91,,,,,,,
83,,,,,,,
93,,,,,,,
168,,,,,,,
169,,,,,,,
119,80,250,79367,130,955,3/31/15,9:55 AM
128,,,,,,,
129,,,,,,,
62,0,260,28217,125,935,3/31/15,9:35 AM
76,0,240,94867,145,920,3/31/15,9:20 AM
84,20,320,40020,560,855,3/31/15,8:55 AM
167,0,240,97539,110,910,3/31/15,9:10 AM
177,65,400,26775,280,1025,3/31/15,10:25 AM
178,,,,,,,
85,,,,,,,
89,,,,,,,
61,10,220,63398,320,825,3/31/15,8:25 AM
60,10,340,28644,300,815,3/31/15,8:15 AM
66,10,280,44823,420,805,3/31/15,8:05 AM
46,20,0,2551,130,755,3/31/15,7:55 AM
33,24,220,21145,380,740,3/31/15,7:40 AM
77,20,260,96826,360,730,3/31/15,7:30 AM
72,0,260,1799,45,715,3/31/15,7:15 AM
81,0,340,95560,35,900,3/31/15,9:00 AM
67,,,,,,,
171,15,260,38046,480,1110,3/31/15,11:10 AM
172,15,280,92341,440,1055,3/31/15,10:55 AM
182,,,,,,,
179,,,,,,,
101,,,,,,,
105,,,,,,,
107,,,,,,,
163,95,150,20485,960,1220,3/31/15,12:20 PM
165,,,,,,,
183,,,,,,,
143,,,,,,,
97,26,220,61555,1360,1300,3/31/15,1:00 PM
99,10,160,74527,920,1250,3/31/15,12:50 PM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,,,,,,,
241,,,,,,,
242,,,,,,,
151,,,,,,,
152,,,,,,,
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
