Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,29,366,237256,35,820,4/2/17,8:20 AM
91,73,332,215861,30,805,4/2/17,8:05 AM
83,90,254,558163,30,810,4/2/17,8:10 AM
93,72,315,231131,30,800,4/2/17,8:00 AM
168,90,256,227403,35,815,4/2/17,8:15 AM
169,100,431,359171,30,820,4/2/17,8:20 AM
119,78,260,61425,340,755,4/2/17,7:55 AM
128,,,,,,,
129,134,26,688299,30,1011,4/2/17,10:11 AM
62,1,208,183972,95,750,4/2/17,7:50 AM
76,0,201,208784,115,745,4/2/17,7:45 AM
84,0,239,197834,540,731,4/2/17,7:31 AM
167,9,218,171515,120,740,4/2/17,7:40 AM
177,51,361,315879,280,1000,4/2/17,10:00 AM
178,80,96,771950,30,951,4/2/17,9:51 AM
85,65,,,30,1030,4/2/17,10:30 AM
89,25,180,160480,30,1036,4/2/17,10:36 AM
61,0,,,360,715,4/2/17,7:15 AM
60,7,319,139256,360,710,4/2/17,7:10 AM
66,17,270,214205,340,702,4/2/17,7:02 AM
46,,,,,,,
33,16,260,413566,380,757,4/2/17,7:57 AM
77,9,220,176951,560,720,4/2/17,7:20 AM
72,0,310,286547,65,725,4/2/17,7:25 AM
81,14,300,187339,50,730,4/2/17,7:30 AM
67,45,212,126018,30,1041,4/2/17,10:41 AM
171,26,244,132818,500,1325,4/2/17,1:25 PM
172,22,244,127855,540,1330,4/2/17,1:30 PM
182,,,9094,,900,4/2/17,9:00 AM
179,55,18,871158,30,1108,4/2/17,11:08 AM
101,32,,,35,1137,4/2/17,11:37 AM
105,47,64,466558,35,1200,4/2/17,12:00 PM
107,47,305,292865,95,1154,4/2/17,11:54 AM
163,55,158,606913,1200,1148,4/2/17,11:48 AM
165,66,191,151436,35,1205,4/2/17,12:05 PM
183,10,180,217490,30,1210,4/2/17,12:10 PM
143,,,468662,25,1220,4/2/17,12:20 PM
97,0,190,825380,1640,805,4/2/17,8:05 AM
99,12,,,100,800,4/2/17,8:00 AM
176,0,80,134022,30,713,4/2/17,7:13 AM
144,,,,,,,
170,,,163519,,732,4/2/17,7:32 AM
180,,,414948,,732,4/2/17,7:32 AM
164,65,30,95108,1540,823,4/2/17,8:23 AM
241,52,34,,30,858,4/2/17,8:58 AM
242,47,38,241660,30,905,4/2/17,9:05 AM
151,,,247987,130,938,4/2/17,9:38 AM
152,22,30,714721,400,945,4/2/17,9:45 AM
161,,,,,,,
104,,,283080,,1020,4/2/17,10:20 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
