Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,18,410,542567,30,1025,9/1/15,10:25 AM
91,75,299,,25,925,9/1/15,9:25 AM
83,95,270,458185,25,930,9/1/15,9:30 AM
93,80,248,,20,920,9/1/15,9:20 AM
168,110,239,,20,935,9/1/15,9:35 AM
169,105,328,,25,940,9/1/15,9:40 AM
119,84,170,848357,220,910,9/1/15,9:10 AM
128,,,,,,,
129,120,26,487379,25,1110,9/1/15,11:10 AM
62,0,260,337208,240,900,9/1/15,9:00 AM
76,0,320,20464,135,855,9/1/15,8:55 AM
84,20,320,470106,540,840,9/1/15,8:40 AM
167,0,250,27348,120,850,9/1/15,8:50 AM
177,60,412,,220,1050,9/1/15,10:50 AM
178,85,100,386502,25,1040,9/1/15,10:40 AM
85,52,430,126859,30,1130,9/1/15,11:30 AM
89,46,170,22932,30,1140,9/1/15,11:40 AM
61,0,220,679981,300,825,9/1/15,8:25 AM
60,12,340,361291,260,815,9/1/15,8:15 AM
66,0,270,,320,805,9/1/15,8:05 AM
46,30,0,28071,125,755,9/1/15,7:55 AM
33,0,210,248081,360,745,9/1/15,7:45 AM
77,0,,,300,735,9/1/15,7:35 AM
72,0,240,72595,60,725,9/1/15,7:25 AM
81,0,320,29228,40,715,9/1/15,7:15 AM
67,50,194,,30,1150,9/1/15,11:50 AM
171,26,260,980631,400,1205,9/1/15,12:05 PM
172,25,260,437828,460,1215,9/1/15,12:15 PM
182,,,,,,,
179,50,18,727385,30,720,9/2/15,7:20 AM
101,58,530,66191,25,745,9/2/15,7:45 AM
105,52,100,786667,35,825,9/2/15,8:25 AM
107,61,370,186230,105,815,9/2/15,8:15 AM
163,102,140,232756,880,800,9/2/15,8:00 AM
165,87,210,86010,25,835,9/2/15,8:35 AM
183,30,220,99639,25,845,9/2/15,8:45 AM
143,12,100,412180,20,910,9/2/15,9:10 AM
97,25,220,663383,1600,1000,9/2/15,10:00 AM
99,12,160,777524,800,1020,9/2/15,10:20 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,57,30,856209,1120,1130,9/2/15,11:30 AM
241,,,,,,,
242,,,,,,,
151,60,0,247987,620,1055,9/2/15,10:55 AM
152,76,38,499978,620,1105,9/2/15,11:05 AM
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
