Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,27,385,465477,45,837,4/4/16,8:37 AM
91,78,95,986753,25,810,4/4/16,8:10 AM
83,97,259,226785,25,815,4/4/16,8:15 AM
93,82,250,781285,30,805,4/4/16,8:05 AM
168,97,229,100911,25,820,4/4/16,8:20 AM
169,100,392,147996,25,825,4/4/16,8:25 AM
119,78,260,926389,360,758,4/4/16,7:58 AM
128,,,,,,,
129,120,26,560290,25,10020,4/4/16,10:20 AM
62,2,246,622496,220,745,4/4/16,7:45 AM
76,0,277,698448,130,740,4/4/16,7:40 AM
84,7,270,489213,520,720,4/4/16,7:20 AM
167,8,0,600105,120,730,4/4/16,7:30 AM
177,40,269,140989,280,1007,4/4/16,10:07 AM
178,80,96,262992,30,1000,4/4/16,10:00 AM
85,20,320,224986,40,1038,4/4/16,10:38 AM
89,45,170,72368,40,1040,4/4/16,10:40 AM
61,0,230,746444,260,700,4/4/16,7:00 AM
60,25,350,454167,240,655,4/4/16,6:55 AM
66,17,267,838037,280,650,4/4/16,6:50 AM
46,25,80,31077,65,645,4/4/16,6:45 AM
33,20,190,292590,95,640,4/4/16,6:40 AM
77,14,235,629455,125,615,4/4/16,6:15 AM
72,0,230,145141,45,630,4/4/16,6:30 AM
81,2,322,300733,30,635,4/4/16,6:35 AM
67,48,225,555597,45,1045,4/4/16,10:45 AM
171,32,237,133857,320,1400,4/4/16,2:00 PM
172,26,244,181689,420,1405,4/4/16,2:05 PM
182,,,6968,,916,4/4/16,9:16 AM
179,61,16,783949,25,620,4/5/16,6:20 AM
101,45,530,229564,45,645,4/5/16,6:45 AM
105,43,,,40,712,4/5/16,7:12 AM
107,40,386,481469,80,706,4/5/16,7:06 AM
163,60,150,276301,480,658,4/5/16,6:58 AM
165,79,207,464041,25,721,4/5/16,7:21 AM
183,0,220,130647,25,728,4/5/16,7:28 AM
143,15,110,434701,25,74,4/5/16,1:14 AM
97,22,200,727874,1380,810,4/5/16,8:10 AM
99,10,,,1000,815,4/5/16,8:15 AM
176,,,120974,,828,4/5/16,8:28 AM
144,,,28264,,745,4/5/16,7:45 AM
170,12,,112143,25,855,4/5/16,8:55 AM
180,0,17,343659,25,850,4/5/16,8:50 AM
164,60,30,951554,1400,640,4/6/16,6:40 AM
241,58,32,448596,25,706,4/6/16,7:06 AM
242,55,35,105213,25,712,4/6/16,7:12 AM
151,30,0,247987,75,745,4/6/16,7:45 AM
152,60,25,591378,360,750,4/6/16,7:50 AM
161,,,680518,,805,4/6/16,8:05 AM
104,40,10,247044,70,818,4/6/16,8:18 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
