Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,27,344,215762,35,1156,2/20/17,11:56 AM
91,78,300,197556,30,1135,2/20/17,11:35 AM
83,94,254,404081,30,1140,2/20/17,11:40 AM
93,82,325,211969,30,1130,2/20/17,11:30 AM
168,92,200,213329,25,1145,2/20/17,11:45 AM
169,110,419,330417,25,1150,2/20/17,11:50 AM
119,78,270,45645,260,1125,2/20/17,11:25 AM
128,,,,,,,
129,128,24,672414,20,1052,2/20/17,10:52 AM
62,2,196,172241,125,1316,2/20/17,1:16 PM
76,0,251,195582,150,1325,2/20/17,1:25 PM
84,2,239,182833,720,1330,2/20/17,1:30 PM
167,5,220,158355,150,1325,2/20/17,1:25 PM
177,49,382,295083,300,1112,2/20/17,11:12 AM
178,79,97,712072,25,1121,2/20/17,11:21 AM
85,46,320,371969,30,1040,2/20/17,10:40 AM
89,23,180,149987,30,1035,2/20/17,10:35 AM
61,0,240,861702,320,1420,2/20/17,2:20 PM
60,14,320,120132,320,1415,2/20/17,2:15 PM
66,24,199,200360,280,1410,2/20/17,2:10 PM
46,,,,,,,
33,22,260,398419,80,1405,2/20/17,2:05 PM
77,18,219,164231,80,1350,2/20/17,1:50 PM
72,0,310,268577,60,1355,2/20/17,1:55 PM
81,22,300,169323,40,1400,2/20/17,2:00 PM
67,40,218,113139,35,1029,2/20/17,10:29 AM
171,18,240,118678,580,1440,2/20/17,2:40 PM
172,10,0,114527,700,1445,2/20/17,2:45 PM
182,,,,,,,
179,65,15,859558,25,755,2/20/17,7:55 AM
101,32,520,469553,50,640,2/20/17,6:40 AM
105,52,114,417665,40,720,2/20/17,7:20 AM
107,59,281,269962,90,715,2/20/17,7:15 AM
163,70,180,350792,1560,708,2/20/17,7:08 AM
165,75,200,139826,30,725,2/20/17,7:25 AM
183,12,240,207072,25,730,2/20/17,7:30 AM
143,15,110,462719,30,730,2/20/17,7:30 AM
97,20,180,813572,1640,752,2/20/17,7:52 AM
99,5,128,470511,920,805,2/20/17,8:05 AM
176,,,132069,,800,2/20/17,8:00 AM
144,,,28272,,730,2/20/17,7:30 AM
170,,,157543,,827,2/20/17,8:27 AM
180,,,406674,,821,2/20/17,8:21 AM
164,65,30,73915,2000,922,2/20/17,9:22 AM
241,48,32,597292,30,948,2/20/17,9:48 AM
242,47,34,221487,30,955,2/20/17,9:55 AM
151,20,0,247987,150,1020,2/20/17,10:20 AM
152,40,30,698553,520,1029,2/20/17,10:29 AM
161,,,,,,,
104,,,283070,,913,2/20/17,9:13 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
