Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,,,,,,,
91,,,,,,,
83,,,,,,,
93,,,,,,,
168,,,,,,,
169,,,,,,,
119,86,250,78684,50,1145,3/12/15,11:45 AM
128,,,,,,,
129,,,,,,,
62,0,260,27553,90,1125,3/12/15,11:25 AM
76,0,300,93989,135,1110,3/12/15,11:10 AM
84,20,320,39136,540,1100,3/12/15,11:00 AM
167,,,,,,,
177,60,420,25639,300,1200,3/12/15,12:00 PM
178,,,,,,,
85,,,,,,,
89,,,,,,,
61,10,260,62808,280,1040,3/12/15,10:40 AM
60,,340,27732,280,1030,3/12/15,10:30 AM
66,0,240,44034,380,1020,3/12/15,10:20 AM
46,16,0,2470,100,1010,3/12/15,10:10 AM
33,20,220,20561,320,1000,3/12/15,10:00 AM
77,20,260,89231,280,950,3/12/15,9:50 AM
72,0,250,1123,35,940,3/12/15,9:40 AM
81,0,330,94668,25,930,3/12/15,9:30 AM
67,,,,,,,
171,10,280,91615,420,1230,3/12/15,12:30 PM
172,10,260,37315,460,1240,3/12/15,12:40 PM
182,,,,,,,
179,,,,,,,
101,,,,,,,
105,,,,,,,
107,,,,,,,
163,90,130,20254,860,715,3/12/15,7:15 AM
165,,,,,,,
183,,,,,,,
143,,,,,,,
97,46,140,61156,1520,750,3/12/15,7:50 AM
99,10,30,74292,820,740,3/12/15,7:40 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,,,,,,,
241,,,,,,,
242,,,,,,,
151,,,,,,,
152,,,,,,,
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
