Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,28,400,575636,30,827,10/27/15,8:27 AM
91,75,300,345807,30,800,10/27/15,8:00 AM
83,100,270,479854,25,806,10/27/15,8:06 AM
93,79,241,,30,755,10/27/15,7:55 AM
168,112,242,448264,30,812,10/27/15,8:12 AM
169,110,326,,30,818,10/27/15,8:18 AM
119,78,260,866057,280,745,10/27/15,7:45 AM
128,,,,,,,
129,120,13,506778,20,908,10/27/15,9:08 AM
62,1,212,878885,260,736,10/27/15,7:36 AM
76,0,235,850379,135,730,10/27/15,7:30 AM
84,6,280,493668,500,707,10/27/15,7:07 AM
167,10,215,,120,715,10/27/15,7:15 AM
177,51,434,499783,240,843,10/27/15,8:43 AM
178,77,90,512146,30,852,10/27/15,8:52 AM
85,60,320,153496,30,932,10/27/15,9:32 AM
89,36,160,36158,25,940,10/27/15,9:40 AM
61,8,220,697342,340,1205,10/26/15,12:05 PM
60,12,320,388721,340,1225,10/26/15,12:25 PM
66,21,270,,320,1235,10/26/15,12:35 PM
46,28,,28070,95,1245,10/26/15,12:45 PM
33,18,,258435,280,1255,10/26/15,12:55 PM
77,18,231,,260,1305,10/26/15,1:05 PM
72,0,220,91650,30,1310,10/26/15,1:10 PM
81,0,230,55266,30,1315,10/26/15,1:15 PM
67,45,199,185307,30,948,10/26/15,9:48 AM
171,17,260,492,400,1200,10/26/15,12:00 PM
172,20,260,457497,540,1205,10/26/15,12:05 PM
182,,,,,,,
179,74,13,738763,25,1017,10/27/15,10:17 AM
101,55,520,107622,25,1032,10/27/15,10:32 AM
105,100,130,241848,940,1044,10/27/15,10:44 AM
107,41,364,981605,100,1051,10/27/15,10:51 AM
163,60,100,793656,30,1100,10/27/15,11:00 AM
165,79,198,169305,30,1110,10/27/15,11:10 AM
183,,,,,1114,10/27/15,11:14 AM
143,14,100,420134,20,1127,10/27/15,11:27 AM
97,36,160,680068,1460,1155,10/27/15,11:55 AM
99,12,160,788272,900,1205,10/27/15,12:05 PM
176,,,,,,10/27/15,
170,,,,,,10/27/15,
180,,,,,,10/27/15,
164,56,30,880991,1640,1225,10/27/15,12:25 PM
241,,,,,,10/27/15,
242,,,,,,10/27/15,
151,57,,247987,640,1258,10/27/15,12:58 PM
152,89,26,252491,640,1310,10/27/15,1:10 PM
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
