Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,22,,,35,755,3/23/17,7:55 AM
91,81,300,207879,35,720,3/23/17,7:20 AM
83,97,254,492557,30,735,3/23/17,7:35 AM
93,84,321,223118,35,715,3/23/16,7:15 AM
168,97,216,221514,25,740,3/22/17,7:40 AM
169,120,416,348360,25,745,3/22/17,7:45 AM
119,78,260,54666,200,710,3/23/17,7:10 AM
128,,,,,,,
129,138,23,681231,20,640,3/23/17,6:40 AM
62,2,207,178917,80,810,3/23/17,8:10 AM
76,0,197,203463,105,815,3/23/17,8:15 AM
84,12,240,192069,480,825,3/23/17,8:25 AM
167,9,216,166211,110,820,3/22/17,8:20 AM
177,50,381,307206,200,650,3/22/17,6:50 AM
178,81,96,746350,25,655,3/22/17,6:55 AM
85,45,,,35,630,3/23/17,6:30 AM
89,25,180,156067,30,625,3/23/17,6:25 AM
61,10,0,0,360,850,3/23/17,8:50 AM
60,18,318,131552,320,845,3/23/17,8:45 AM
66,25,72,208677,300,840,3/23/17,8:40 AM
46,,,,,,,
33,22,240,407497,320,835,3/23/17,8:35 AM
77,20,210,171853,500,855,3/23/17,8:55 AM
72,0,290,279358,45,900,3/23/17,9:00 AM
81,22,300,180102,40,905,3/23/17,9:05 AM
67,44,216,120595,35,620,3/23/17,6:20 AM
171,25,233,127142,460,1405,3/22/17,2:05 PM
172,21,235,122061,500,1410,3/22/17,2:10 PM
182,,,8951,,1037,3/22/17,10:37 AM
179,50,20,866322,30,733,3/22/17,7:33 AM
101,34,520,488461,45,935,3/23/17,9:35 AM
105,43,55,448430,30,955,3/23/17,9:55 AM
107,39,390,282839,85,950,3/23/17,9:50 AM
163,5,,,1080,945,3/22/17,9:45 AM
165,63,193,146227,30,1000,3/22/17,10:00 AM
183,10,170,212844,25,1005,3/22/17,10:05 AM
143,14,120,466040,25,830,3/22/17,8:30 AM
97,8,200,819760,1520,1020,3/23/17,10:20 AM
99,8,126,510009,920,1025,3/23/17,10:25 AM
176,,,133156,,705,3/22/17,7:05 AM
144,,,208272,,830,3/22/17,8:30 AM
170,40,16,160800,30,733,3/22/17,7:33 AM
180,0,13,411189,30,725,3/22/17,7:25 AM
164,70,34,86001,1420,747,3/22/17,7:47 AM
241,50,34,608217,30,828,3/22/17,8:28 AM
242,45,35,232090,30,835,3/22/17,8:35 AM
151,25,0,247987,240,902,3/22/17,9:02 AM
152,40,26,707516,440,912,3/22/17,9:12 AM
161,,,,,,,
104,,,283080,,1050,3/23/17,10:50 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
