Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,50,410,563855,45,925,10/7/15,9:25 AM
91,73,331,,35,910,10/7/15,9:10 AM
83,100,270,472114,30,915,10/7/15,9:15 AM
93,73,261,,40,905,10/7/15,9:05 AM
168,109,235,,30,920,10/7/15,9:20 AM
169,110,339,,30,925,10/7/15,9:25 AM
119,82,260,858454,560,855,10/7/15,8:55 AM
128,124,26,499503,20,10100,10/7/15,10:00 AM
129,,,,,,10/7/15,
62,0,240,,240,845,10/7/15,8:45 AM
76,0,115,,140,835,10/7/15,8:35 AM
84,10,280,485865,480,815,10/7/15,8:15 AM
167,0,215,,115,825,10/7/15,8:25 AM
177,50,432,,280,955,10/7/15,9:55 AM
178,81,97,,35,945,10/7/15,9:45 AM
85,60,310,144503,35,1020,10/7/15,10:20 AM
89,45,160,31444,30,1025,10/7/15,10:25 AM
61,8,220,691261,360,745,10/7/15,7:45 AM
60,12,340,379189,360,735,10/7/15,7:35 AM
66,12,271,,380,725,10/7/15,7:25 AM
46,28,,28070,240,715,10/7/15,7:15 AM
33,0,210,258352,420,710,10/7/15,7:10 AM
77,8,234,,460,640,10/7/15,6:40 AM
72,0,230,84989,140,650,10/7/15,6:50 AM
81,0,330,46110,75,700,10/7/15,7:00 AM
67,52,189,,40,1030,10/7/15,10:30 AM
171,32,250,993572,360,750,10/7/15,7:50 AM
172,29,260,450439,560,800,10/7/15,8:00 AM
182,,,,,,10/7/15,12:00 AM
179,50,20,734685,35,1100,10/7/15,11:00 AM
101,55,510,92631,35,1125,10/7/15,11:25 AM
105,47,100,790670,40,1155,10/7/15,11:55 AM
107,,,,100,1145,10/7/15,11:45 AM
163,108,130,238640,960,1135,10/7/15,11:35 AM
165,60,,,35,1159,10/7/15,11:59 AM
183,,,,,1205,10/7/15,12:05 PM
143,15,120,417006,20,1220,10/7/15,12:20 PM
97,27,200,673935,1460,1250,10/7/15,12:50 PM
99,12,160,784676,820,1255,10/7/15,12:55 PM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,65,30,872384,1400,745,10/8/15,7:45 AM
241,,,,,,,
242,,,,,,,
151,63,,247987,600,825,10/8/15,8:25 AM
152,89,30,517806,600,835,10/8/15,8:35 AM
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
