Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,24,400,547381,30,750,9/9/15,7:50 AM
91,75,298,,30,725,9/9/15,7:25 AM
83,95,270,461240,30,730,9/9/15,7:30 AM
93,82,235,,25,719,9/9/15,7:19 AM
168,111,242,,25,735,9/9/15,7:35 AM
169,106,326,,25,740,9/9/15,7:40 AM
119,84,191,350606,280,713,9/9/15,7:13 AM
128,,,,,,,
129,120,25,490184,25,855,9/9/15,8:55 AM
62,0,250,390178,240,659,9/9/15,6:59 AM
76,0,297,24110,140,655,9/9/15,6:55 AM
84,18,325,473697,500,638,9/9/15,6:38 AM
167,9,240,30100,110,647,9/9/15,6:47 AM
177,65,440,,240,835,9/9/15,8:35 AM
178,86,100,387644,35,815,9/9/15,8:15 AM
85,56,420,131609,35,910,9/9/15,9:10 AM
89,45,170,24791,30,915,9/9/15,9:15 AM
61,0,220,682202,300,1300,9/8/15,1:00 PM
60,10,340,364907,280,1245,9/8/15,12:45 PM
66,0,272,,340,1235,9/8/15,12:35 PM
46,26,,28071,150,1225,9/8/15,12:25 PM
33,0,220,250154,360,1220,9/8/15,12:20 PM
77,,,,360,1215,9/8/15,12:15 PM
72,0,230,75109,80,1210,9/8/15,12:10 PM
81,0,330,32628,60,1200,9/8/15,12:00 PM
67,46,199,,30,920,9/8/15,9:20 AM
171,24,260,440372,440,1325,9/8/15,1:25 PM
172,24,260,983181,380,1315,9/8/15,1:15 PM
182,,,,,,,
179,60,16,728997,30,950,9/9/15,9:50 AM
101,57,520,71531,30,1000,9/9/15,10:00 AM
105,49,100,787686,40,1025,9/9/15,10:25 AM
107,57,360,189927,110,1020,9/9/15,10:20 AM
163,97,140,233949,900,1015,9/9/15,10:15 AM
165,,200,88161,25,1030,9/9/15,10:30 AM
183,19,220,101430,25,1035,9/9/15,10:35 AM
143,15,100,413271,25,1055,9/9/15,10:55 AM
97,24,220,665503,1700,1135,9/9/15,11:35 AM
99,12,160,779106,960,1145,9/9/15,11:45 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,62,30,859374,1260,1215,9/9/15,12:15 PM
241, ,,,,,9/9/15,12:00 AM
242,,,,,,9/9/15,12:00 AM
151,56,,247687,640,1245,9/9/15,12:45 PM
152,80,28,50370,640,1250,9/9/15,12:50 PM
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
