Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,50,,,25,842,1/5/16,8:42 AM
91,78,244,633626,25,814,1/5/16,8:14 AM
83,100,,,20,818,1/5/16,8:18 AM
93,82,241,438787,25,809,1/5/16,8:09 AM
168,94,261,689590,20,824,1/5/16,8:24 AM
169,100,414,961845,20,832,1/5/16,8:32 AM
119,86,260,892656,40,800,1/5/16,8:00 AM
128,,,,,,,
129,120,24,528858,15,929,1/5/16,9:29 AM
62,1,251,302261,40,743,1/5/16,7:43 AM
76,0,296,346894,65,738,1/5/16,7:38 AM
84,10,286,170801,240,718,1/5/16,7:18 AM
167,12,218,285199,90,728,1/5/16,7:28 AM
177,52,431,875366,140,908,1/5/16,9:08 AM
178,77,84,140543,20,858,1/5/16,8:58 AM
85,60,280,184817,25,946,1/5/16,9:46 AM
89,45,180,53034,25,945,1/5/16,9:45 AM
61,4,210,719008,75,702,1/5/16,7:02 AM
60,25,,411864,65,653,1/5/16,6:53 AM
66,19,291,493909,120,645,1/5/16,6:45 AM
46,28,,28078,30,639,1/5/16,6:39 AM
33,20,200,268180,40,632,1/5/16,6:32 AM
77,11,220,319846,35,613,1/5/16,6:13 AM
72,0,240,115717,25,620,1/5/16,6:20 AM
81,16,,,20,625,1/5/16,6:25 AM
67,52,222,366116,25,959,1/5/16,9:59 AM
171,14,260,26168,320,1315,1/5/16,1:15 PM
172,18,260,482885,360,1325,1/5/16,1:25 PM
182,,,,,,,
179,16,31,759133,20,1021,1/5/16,10:21 AM
101,50,520,160272,25,1037,1/5/16,10:37 AM
105,50,,,30,1115,1/5/16,11:15 AM
107,40,424,482533,90,1108,1/5/16,11:08 AM
163,80,160,255017,960,1057,1/5/16,10:57 AM
165,,,,,1126,1/5/16,11:26 AM
183,,,,,1132,1/5/16,11:32 AM
143,14,120,427292,20,1145,1/5/16,11:45 AM
97,16,160,701237,1560,1209,1/5/16,12:09 PM
99,12,160,801482,980,1215,1/5/16,12:15 PM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,64,30,912803,1440,652,1/6/16,6:52 AM
241,,,,,,,
242,,,,,,,
151,38,,247987,45,720,1/6/16,7:20 AM
152,67,32,558385,440,731,1/6/16,7:31 AM
161,,,,,,,
104,40,20,226577,50,754,1/6/16,7:54 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
