Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,,420,556265,40,1015,9/24/15,10:15 AM
91,75,296,,35,945,9/24/15,9:45 AM
83,95,260,467073,25,950,9/24/15,9:50 AM
93,82,252,,30,940,9/24/15,9:40 AM
168,109,203,,25,955,9/24/15,9:55 AM
169,104,331,,25,1000,9/24/15,10:00 AM
119,84,160,854818,500,930,9/24/15,9:30 AM
128,,,,,,9/24/15,12:00 AM
129,,,,,1100,9/24/15,11:00 AM
62,0,,,260,920,9/24/15,9:20 AM
76,0,,,140,910,9/24/15,9:10 AM
84,26,320,480564,520,845,9/24/15,8:45 AM
167,0,,,130,900,9/24/15,9:00 AM
177,76,435,,240,1040,9/24/15,10:40 AM
178,90,96,,40,1035,9/24/15,10:35 AM
85,56,310,138687,30,1115,9/24/15,11:15 AM
89,44,160,28425,35,1130,9/24/15,11:30 AM
61,0,230,687163,360,835,9/24/15,8:35 AM
60,12,330,372749,340,825,9/24/15,8:25 AM
66,0,270,,380,25-Mar,9/24/15,8:15 AM
46,27,,28079,260,805,9/24/15,8:05 AM
33,0,200,254734,500,800,9/24/15,8:00 AM
77,4,,,460,730,9/24/15,7:30 AM
72,0,240,80531,135,740,9/24/15,7:40 AM
81,,320,40031,80,750,9/24/15,7:50 AM
67,45,197,,40,1135,9/24/15,11:35 AM
171,24,250,988919,420,715,9/24/15,7:15 AM
172,26,250,445679,520,705,9/24/15,7:05 AM
182,,,,,,,
179,74,12,432009,35,1200,9/24/15,12:00 PM
101,55,510,82918,40,1210,9/24/15,12:10 PM
105,46,100,789850,30,1240,9/24/15,12:40 PM
107,54,280,197874,90,1235,9/24/15,12:35 PM
163,95,140,236473,780,1225,9/24/15,12:25 PM
165,58,200,92639,35,1250,9/24/15,12:50 PM
183,30,220,104114,30,1300,9/24/15,1:00 PM
143,10,110,415262,30,1310,9/24/15,1:10 PM
97,27,210,670010,1520,1335,9/24/15,1:35 PM
99,12,160,781960,800,1345,9/24/15,1:45 PM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,55,32,866572,1300,820,9/25/15,8:20 AM
241,,,,,,,
242,,,,,,,
151,58,,247987,600,855,9/25/15,8:55 AM
152,84,34,511861,600,905,9/25/15,9:05 AM
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
