Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,50,,,30,818,12/23/15,8:18 AM
91,82,315,583354,30,755,12/23/15,7:55 AM
83,100,,,25,758,12/23/15,7:58 AM
93,84,250,372580,30,748,12/23/15,7:48 AM
168,103,247,644953,25,803,12/23/15,8:03 AM
169,115,383,890593,25,810,12/23/15,8:10 AM
119,78,260,887755,200,741,12/23/15,7:41 AM
128,,,,,,12/23/15,12:00 AM
129,120,26,523960,20,855,12/23/15,8:55 AM
62,1,231,261050,280,733,12/23/15,7:33 AM
76,0,254,290583,140,728,12/23/15,7:28 AM
84,6,300,123203,500,712,12/23/15,7:12 AM
167,13,195,258109,130,719,12/23/15,7:19 AM
177,52,431,794422,240,841,12/23/15,8:41 AM
178,76,95,123625,25,834,12/23/15,8:34 AM
85,60,300,179063,30,915,12/23/15,9:15 AM
89,43,180,49894,30,922,12/23/15,9:22 AM
61,0,210,715036,300,659,12/23/15,6:59 AM
60,200,,411861,260,655,12/23/15,6:55 AM
66,18,277,451935,300,645,12/23/15,6:45 AM
46,26,,28078,110,639,12/23/15,6:39 AM
33,20,200,264781,260,634,12/23/15,6:34 AM
77,12,276,288314,340,530,12/23/15,5:30 AM
72,0,230,111277,45,622,12/23/15,6:22 AM
81,16,,,30,629,12/23/15,6:29 AM
67,44,234,337868,30,928,12/23/15,9:28 AM
171,22,260,21550,600,1301,12/23/15,1:01 PM
172,20,260,478212,560,1310,12/23/15,1:10 PM
182,,,,,,,
179,53,26,753882,25,954,12/23/15,9:54 AM
101,50,530,150415,25,1014,12/23/15,10:14 AM
105,49,,,30,1039,12/23/15,10:39 AM
107,40,411,410733,80,1032,12/23/15,10:32 AM
163,80,160,252152,940,1026,12/23/15,10:26 AM
165,79,197,179696,30,1110,12/23/15,11:10 AM
183,0,260,112421,23,1045,12/23/15,10:45 AM
143,14,100,426101,23,1055,12/23/15,10:55 AM
97,20,220,697323,1580,1131,12/23/15,11:31 AM
99,9,160,798782,980,1140,12/23/15,11:40 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,55,30,906906,1600,700,12/24/15,7:00 AM
241,,,,,,,
242,,,,,,,
151,40,,247987,60,723,12/24/15,7:23 AM
152,70,30,552549,640,740,12/24/15,7:40 AM
161,,,,,,,
104,40,20,222851,60,807,12/24/15,8:07 AM
302,,,,,,,
202,,,,,,,
204,,,,960,1151,12/24/15,11:51 AM
207,,,,,,,
213,,,,,,,
