Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,25,403,146762,45,825,2/8/16,8:25 AM
91,76,325,782429,40,805,2/8/16,8:05 AM
83,96,,,30,810,2/8/16,8:10 AM
93,80,246,745728,35,800,2/8/16,8:00 AM
168,94,240,806710,30,815,2/8/16,8:15 AM
169,100,418,116054,30,820,2/8/16,8:20 AM
119,78,260,905418,340,753,2/8/16,7:53 AM
128,,,,,,,
129,120,23,540934,20,1012,2/8/16,10:12 AM
62,2,249,423951,180,742,2/8/16,7:42 AM
76,0,224,488526,130,736,2/8/16,7:36 AM
84,7,258,297061,520,716,2/8/16,7:16 AM
167,8,240,402784,120,726,2/8/16,7:26 AM
177,53,426,108429,320,953,2/8/16,9:53 AM
178,82,95,186325,30,946,2/8/16,9:46 AM
85,200,300,199522,30,1030,2/8/16,10:30 AM
89,40,160,61285,40,1040,2/8/16,10:40 AM
61,0,220,729372,300,700,2/8/16,7:00 AM
60,8,340,427449,300,655,2/8/16,6:55 AM
66,20,275,630455,320,647,2/8/16,6:47 AM
46,32,70,28480,22,634,2/8/16,6:34 AM
33,22,190,277521,380,634,2/8/16,6:34 AM
77,14,270,448101,420,608,2/8/16,6:08 AM
72,0,230,127001,115,616,2/8/16,6:16 AM
81,1,296,595990,65,624,2/8/16,6:24 AM
67,43,232,453693,45,1045,2/8/16,10:45 AM
171,14,,,380,1440,2/8/16,2:40 PM
172,16,230,235491,440,1450,2/8/16,2:50 PM
182,,,6720,,903,2/8/16,9:03 AM
179,59,29,772456,30,1110,2/8/16,11:10 AM
101,50,520,186177,45,1129,2/8/16,11:29 AM
105,32,125,266300,40,1150,2/8/16,11:50 AM
107,29,453,671217,100,1146,2/10/16,11:46 AM
163,60,170,263301,1180,701,2/8/16,7:01 AM
165,77,200,299838,40,1158,2/8/16,11:58 AM
183,0,220,168143,30,1204,2/8/16,12:04 PM
143,,,430317,,1217,2/8/16,12:17 PM
97,10,280,711333,1600,1247,2/8/16,12:47 PM
99,12,150,808116,1060,1252,2/8/16,12:52 PM
176,,,118264,,946,2/9/16,9:46 AM
170,10,19,102284,25,1022,2/9/16,10:22 AM
180,0,20,330693,25,1011,2/9/16,10:11 AM
164,65,30,926677,1600,705,2/9/16,7:05 AM
241,58,34,421317,25,734,2/9/16,7:34 AM
242,62,38,76703,25,739,2/9/16,7:39 AM
151,40,,247987,85,818,2/9/16,8:18 AM
152,72,25,972188,560,825,2/9/16,8:25 AM
161,,,,,,,
104,40,15,235105,60,851,2/9/16,8:51 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
