Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,25,420,571603,30,951,10/20/15,9:51 AM
91,75,299,315957,30,925,10/20/15,9:25 AM
83,95,270,477162,30,931,10/20/15,9:31 AM
93,79,240,168435,25,920,10/20/15,9:20 AM
168,112,242,424304,25,936,10/20/15,9:36 AM
169,110,325,,25,942,10/20/15,9:42 AM
119,84,260,863414,280,910,10/20/15,9:10 AM
128,,,,,,10/20/15,
129,120,28,504604,15,1028,10/20/15,10:28 AM
62,1,209,673646,240,902,10/20/15,9:02 AM
76,,208,642877,130,855,10/20/15,8:55 AM
84,5,280,490951,500,838,10/20/15,8:38 AM
167,10,219,627727,110,848,10/20/15,8:48 AM
177,50,435,,260,1012,10/20/15,10:12 AM
178,91,85,426855,25,1005,10/20/15,10:05 AM
85,60,320,150379,30,1044,10/20/15,10:44 AM
89,42,170,34478,25,1052,10/20/15,10:52 AM
61,12,220,695371,26,756,10/20/15,7:56 AM
60,15,350,385636,300,748,10/20/15,7:48 AM
66,20,271,206562,280,741,10/20/15,7:41 AM
46,25,,28070,75,732,10/20/15,7:32 AM
33,25,,258435,125,728,10/20/15,7:28 AM
77,11,230,718450,100,703,10/20/15,7:03 AM
72,0,250,89489,25,714,10/20/15,7:14 AM
81,0,340,52297,25,722,10/20/15,7:22 AM
67,47,204,165771,25,1100,10/20/15,11:00 AM
171,28,250,998240,380,812,10/20/15,8:12 AM
172,29,260,455208,500,820,10/20/15,8:20 AM
182,,,,,,,
179,58,14,737383,25,1126,10/20/15,11:26 AM
101,55,530,102398,25,1146,10/20/15,11:46 AM
105,42,110,792623,30,1211,10/20/15,12:11 PM
107,42,394,614516,100,1205,10/20/15,12:05 PM
163,109,140,240759,920,1158,10/20/15,11:58 AM
165,60,,,25,1223,10/20/15,12:23 PM
183,,,,,1231,10/20/15,12:31 PM
143,15,110,419051,25,1245,10/20/15,12:45 PM
97,23,190,677952,1560,1312,10/20/15,1:12 PM
99,,,786973,,1325,10/20/15,1:25 PM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,62,30,878206,1460,805,10/21/15,8:05 AM
241,,,,,,,
242,,,,,,,
151,89,28,52314,640,848,10/21/15,8:48 AM
152,62,,247987,640,840,10/21/15,8:40 AM
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
