Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,,,,,,,
91,,,,,,,
83,,,,,,,
93,,,,,,,
168,,,,,,,
169,,,,,,,
119,86,253,814451,35,1023,5/29/15,10:23 AM
128,120,26,490395,20,910,5/28/15,9:10 AM
129,,,,,,,
62,0,268,302590,60,1336,5/29/15,1:36 PM
76,0,299,976395,110,1345,5/29/15,1:45 PM
84,22,314,427298,115,1406,5/29/15,2:06 PM
167,8,233,994694,120,1358,5/29/15,1:58 PM
177,68,403,302436,600,1037,5/29/15,10:37 AM
178,90,100,372650,20,1317,5/29/15,1:17 PM
85,56,314,76081,20,1243,5/29/15,12:43 PM
89,54,160,999762,20,1224,5/29/15,12:24 PM
61,8,214,651165,70,1439,5/28/15,2:39 PM
60,12,334,313704,95,1437,5/28/15,2:37 PM
66,15,282,471920,145,1432,5/28/15,2:32 PM
46,17,60,27728,35,1427,5/28/15,2:27 PM
33,22,214,226484,40,1425,5/28/15,2:25 PM
77,17,272,11707448,30,1441,5/28/15,2:41 PM
72,0,228,38077,20,1443,5/28/15,2:43 PM
81,0,350,982581,20,1445,5/28/15,2:45 PM
67,,,,,,,
171,26,250,945228,380,1428,5/29/15,2:28 PM
172,26,254,402207,500,921,5/29/15,9:21 AM
182,,,,,,,
179,74,16,707978,25,1257,5/28/15,12:57 PM
101,59,511,993140,40,1229,5/28/15,12:29 PM
105,46,,772360,30,1133,5/28/15,11:33 AM
107,54,369,135576,90,1128,5/28/15,11:28 AM
163,96,136,215821,800,1119,5/28/15,11:19 AM
165,78,210,56013,20,1142,5/28/15,11:42 AM
183,18,186,8389702,20,1150,5/28/15,11:50 AM
143,10,120,396104,15,1208,5/28/15,12:08 PM
97,22,229,634662,1440,1101,5/28/15,11:01 AM
99,11,154,758615,780,1055,5/28/15,10:55 AM
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,,,,,,,
241,,,,,,,
242,,,,,,,
151,,,,,,,
152,,,,,,,
161,,,,,,,
104,,,,,,,
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
