Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,50,400,583781,35,749,11/10/15,7:49 AM
91,74,300,405749,35,722,11/10/15,7:22 AM
83,100,270,485267,30,728,11/10/15,7:28 AM
93,78,240,240649,30,716,11/10/15,7:16 AM
168,112,240,496490,30,734,11/10/15,7:34 AM
169,110,327,668165,30,740,11/10/15,7:40 AM
119,78,270,871381,400,708,11/10/15,7:08 AM
128,118,6,508463,20,830,11/10/15,8:30 AM
129,,,,,,,
62,1,227,129913,280,700,11/10/15,7:00 AM
76,0,182,,145,652,11/10/15,6:52 AM
84,10,270,499069,500,629,11/10/15,6:29 AM
167,12,200,,130,642,11/10/15,6:42 AM
177,49,437,537568,280,814,11/10/15,8:14 AM
178,89,94,683450,35,806,11/10/15,8:06 AM
85,60,320,159763,25,847,11/10/15,8:47 AM
89,40,180,39545,35,855,11/10/15,8:55 AM
61,0,220,701680,360,1335,11/9/15,1:35 PM
60,25,280,395076,340,1327,11/9/15,1:27 PM
66,22,273,120965,380,1319,11/9/15,1:19 PM
46,17,,28070,200,1310,11/9/15,1:10 PM
33,17,,258435,400,1305,11/9/15,1:05 PM
77,13,231,138797,460,1232,11/9/15,12:32 PM
72,0,240,96390,85,1249,11/9/15,12:49 PM
81,0,260,61818,60,1254,11/9/15,12:54 PM
67,42,202,225098,30,900,11/9/15,9:00 AM
171,26,250,5645,360,1354,11/9/15,1:54 PM
172,27,250,462126,540,1408,11/9/15,2:08 PM
182,,,,,,,
179,32,27,741371,30,924,11/10/15,9:24 AM
101,52,520,118108,30,939,11/10/15,9:39 AM
105,60,,,35,1006,11/10/15,10:06 AM
107,44,393,175506,95,1000,11/10/15,10:00 AM
163,102,130,244089,980,953,11/10/15,9:53 AM
165,80,198,572960,30,1014,11/10/15,10:14 AM
183,18,220,108987,25,1020,11/10/15,10:20 AM
143,0,110,422354,25,1042,11/10/15,10:42 AM
97,26,170,684343,1520,1104,11/10/15,11:04 AM
99,,,,,,,
176,,,,,,,
170,,,,,,,
180,,,,,,,
164,58,30,887257,1580,1132,11/10/15,11:32 AM
241,,,,,,,
242,,,,,,,
151,40,,247987,120,1200,11/10/15,12:00 PM
152,75,26,531855,660,1210,11/10/15,12:10 PM
161,,,,,,,
104,32,18,210915,60,1232,11/10/15,12:32 PM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
