Poloa,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2015-07-21 18:45:00,,,,,,0,81.1,76,0,55,3,0,69.9
2015-07-21 19:00:00,,,,,,0,80.6,75.8,0,56,4,0,69.5
2015-07-21 19:15:00,,,,,,0,80.6,75.7,0,70,3,1,69.4
2015-07-21 19:30:00,,,,,,0,79.6,75.9,0,77,3,1,69.2
2015-07-21 19:45:00,,,,,,0,80.8,75.9,0,57,7,0,69.7
2015-07-21 20:00:00,,,,,,0,82.4,75.3,0,73,3,0,69.6
2015-07-21 20:15:00,,,,,,0,81.1,75.6,0,67,4,0,69.5
2015-07-21 20:30:00,,,,,,0,80.6,76,0,59,3,0,69.7
2015-07-21 20:45:00,,,,,,0,81.4,76,0,87,6,0,70
2015-07-21 21:00:00,,,,,,0,81.4,76,0,74,6,1,70
2015-07-21 21:15:00,,,,,,0,80.7,75.8,0,59,4,0,69.5
2015-07-21 21:30:00,,,,,,0,80.9,75.6,0,83,3,0,69.4
2015-07-21 21:45:00,,,,,,0,81.3,75.5,0,64,3,0,69.5
2015-07-21 22:00:00,,,,,,0,81.8,75.5,0,56,4,0,69.6
2015-07-21 22:15:00,,,,,,0,83.4,75.2,0,53,3,0,69.9
2015-07-21 22:30:00,,,,,,0,83.3,75.5,0,66,4,1,70.1
2015-07-21 22:45:00,,,,,,0,82.7,75.7,0,83,3,0,70.1
2015-07-21 23:00:00,,,,,,0,82.4,75.8,0,53,4,1,70.1
2015-07-21 23:15:00,,,,,,0,83.4,75.9,0,52,3,1,70.6
2015-07-21 23:30:00,,,,,,0,85.2,75.7,0,69,4,1,71
2015-07-21 23:45:00,,,,,,0,85.9,75.4,0,70,4,0,70.9
2015-07-22 00:00:00,,,,,,0,86.6,75.5,0,93,7,1,71.2
2015-07-22 00:15:00,,,,,,0,88.1,75.2,0,56,4,0,71.4
2015-07-22 00:30:00,,,,,,0,89.6,74.9,0,72,4,1,71.6
2015-07-22 00:45:00,,,,,,0,89.6,75.1,0,56,5,1,71.8
2015-07-22 01:00:00,,,,,,0,88.5,75.3,0,62,5,1,71.7
2015-07-22 01:15:00,,,,,,0,88.1,75.3,0,81,10,1,71.5
2015-07-22 01:30:00,,,,,,0,89.4,75.3,0,80,3,0,72
2015-07-22 01:45:00,,,,,,0,92.7,75.1,0.01,74,5,0,72.8
2015-07-22 02:00:00,,,,,,0,95,74.7,0,69,5,1,73.1
2015-07-22 02:15:00,,,,,,0,94.8,74.8,0,70,5,1,73.2
2015-07-22 02:30:00,,,,,,0,92.6,74.7,0,67,4,1,72.4
2015-07-22 02:45:00,,,,,,0,92.1,74.4,0,59,4,0,71.9
2015-07-22 03:00:00,,,,,,0,92,74.5,0,76,5,1,72
2015-07-22 03:15:00,,,,,,0,92.1,75,0.02,81,8,1,72.5
2015-07-22 03:30:00,,,,,,0,95,74.2,0,81,4,1,72.6
2015-07-22 03:45:00,,,,,,0,95.2,74.1,0.01,81,5,1,72.6
2015-07-22 04:00:00,,,,,,0,95.2,73.7,0,72,3,0,72.2
2015-07-22 04:15:00,,,,,,0,95.5,73.5,0,56,4,1,72.1
2015-07-22 04:30:00,,,,,,0,96.5,73.6,0.03,60,5,1,72.5
2015-07-22 04:45:00,,,,,,0,95.7,73.8,0.01,62,4,1,72.5
2015-07-22 05:00:00,,,,,,0,95.9,73.5,0,69,4,1,72.2
2015-07-22 05:15:00,,,,,,0,95.7,73.4,0.01,69,5,1,72.1
2015-07-22 05:30:00,,,,,,0,95.1,73.6,0,66,4,1,72.1
2015-07-22 05:45:00,,,,,,0,94.8,73.9,0,67,6,1,72.3
2015-07-22 06:00:00,,,,,,0,95,73.6,0,73,6,1,72
2015-07-22 06:15:00,,,,,,0,95.1,73.4,0,69,4,1,71.9
2015-07-22 06:30:00,,,,,,0,94.6,73.2,0,79,4,1,71.5
2015-07-22 06:45:00,,,,,,0,93.9,73.2,0,60,4,1,71.3
2015-07-22 07:00:00,,,,,,3,93.1,73.8,0,67,10,1,71.7
2015-07-22 07:15:00,,,,,,8,92.2,74.2,0.01,90,7,2,71.8
2015-07-22 07:30:00,,,,,,18,90.1,74.2,0,63,6,1,71.1
2015-07-22 07:45:00,,,,,,27,89.3,74.3,0,67,5,1,70.9
2015-07-22 08:00:00,,,,,,51,90.1,74.5,0,96,6,1,71.4
2015-07-22 08:15:00,,,,,,61,88.8,74.6,0,70,6,2,71.1
2015-07-22 08:30:00,,,,,,82,89.2,74.6,0,79,5,1,71.2
2015-07-22 08:45:00,,,,,,100,90.8,74.3,0,66,4,1,71.4
2015-07-22 09:00:00,,,,,,120,89.1,74.3,0,67,4,1,70.9
2015-07-22 09:15:00,,,,,,123,91,74.5,0.03,70,4,1,71.7
2015-07-22 09:30:00,,,,,,157,92.7,73.9,0,73,5,1,71.6
2015-07-22 09:45:00,,,-91.6,,,221,93.2,74.1,0.04,57,4,1,72
2015-07-22 10:00:00,,,-57,,,237,92.8,74.1,0.02,77,6,2,71.9
2015-07-22 10:15:00,,,-59.6,,,284,89.2,74.6,0,52,5,1,71.2
2015-07-22 10:30:00,,,-72.7,,,278,90.7,74.4,0,67,6,2,71.5
2015-07-22 10:45:00,,,-77.2,,,272,90.6,74.2,0,73,8,1,71.3
2015-07-22 11:00:00,,,-79.9,,,352,88.8,74.3,0,77,6,1,70.8
2015-07-22 11:15:00,,,-82.6,,,373,86.1,75,0,69,6,2,70.6
2015-07-22 11:30:00,,,-86,,,482,88.2,75.1,0.03,72,5,1,71.4
2015-07-22 11:45:00,,,-87.6,,,615,87.5,75.3,0,77,6,2,71.3
2015-07-22 12:00:00,,,-90.8,,,438,86.3,75.8,0,86,10,2,71.4
2015-07-22 12:15:00,,,-93.3,,,523,82.9,76.3,0,64,5,2,70.8
2015-07-22 12:30:00,,,-94.1,,,718,78.7,77.1,0,53,5,2,70.1
2015-07-22 12:45:00,,,-96.5,,,705,76.4,78.1,0,77,5,1,70.2
2015-07-22 13:00:00,,,,,,531,79.3,78.1,0,77,4,1,71.3
2015-07-22 13:15:00,,,,,,656,79.5,77.2,0,72,4,1,70.5
2015-07-22 13:30:00,,,,,,783,74.9,78.6,0,67,4,1,70.1
2015-07-22 13:45:00,,,,,,663,75.1,79,0,67,4,1,70.6
2015-07-22 14:00:00,,,,,,747,73.4,78.6,0,73,5,1,69.6
2015-07-22 14:15:00,,,,,,542,75.1,78.9,0,63,4,1,70.5
2015-07-22 14:30:00,,,,,,527,75.4,78.1,0,73,5,1,69.8
2015-07-22 14:45:00,,,,,,356,77.5,77.9,0,64,3,1,70.4
2015-07-22 15:00:00,,,,,,650,74,78.3,0,60,5,1,69.5
2015-07-22 15:15:00,,,,,,726,71.5,79.5,0,57,13,1,69.7
2015-07-22 15:30:00,,,,,,528,71.8,79.3,0,66,6,1,69.6
2015-07-22 15:45:00,,,,,,326,72.6,78.9,0,66,5,1,69.5
2015-07-22 16:00:00,,,,,,272,75.2,78.1,0,74,4,1,69.8
2015-07-22 16:15:00,,,,,,233,75.7,77.6,0,73,4,1,69.5
2015-07-22 16:30:00,,,,,,113,79.7,76.2,0,67,4,1,69.6
2015-07-22 16:45:00,,,,,,103,80.9,75.7,0,93,6,1,69.5
2015-07-22 17:00:00,,,,,,52,80.7,75.5,0,63,4,1,69.2
2015-07-22 17:15:00,,,,,,36,82.4,75.1,0,63,10,1,69.4
2015-07-22 17:30:00,,,,,,38,81.5,75.2,0,50,5,1,69.2
2015-07-22 17:45:00,,,,,,35,81,75.2,0,60,5,1,69.1
2015-07-22 18:00:00,,,,,,9,84.8,74.6,0,79,8,2,69.8
2015-07-22 18:15:00,,,,,,2,84.1,74.4,0,86,7,1,69.3
2015-07-22 18:30:00,,,,,,0,84,74.8,0,73,5,1,69.7
2015-07-22 18:45:00,,,,,,0,84,74.3,0,81,7,1,69.2
2015-07-22 19:00:00,,,,,,0,82.4,74.7,0,77,4,1,69
2015-07-22 19:15:00,,,,,,0,85.3,74.1,0,69,4,1,69.4
2015-07-22 19:30:00,,,,,,0,84,74.2,0,70,5,1,69.1
2015-07-22 19:45:00,,,,,,0,82.6,74.5,0,53,7,1,68.9
2015-07-22 20:00:00,,,,,,0,83.1,74.6,0,84,5,1,69.2
2015-07-22 20:15:00,,,,,,0,82.9,74.5,0,77,8,2,69
2015-07-22 20:30:00,,,,,,0,83.2,74.6,0,53,6,1,69.2
2015-07-22 20:45:00,,,,,,0,85.9,74.2,0,81,5,1,69.7
2015-07-22 21:00:00,,,,,,0,86.9,73.3,0,63,4,1,69.2
2015-07-22 21:15:00,,,,,,0,85,73.7,0,67,10,1,68.9
2015-07-22 21:30:00,,,,,,0,84,74.1,0,67,5,1,69
2015-07-22 21:45:00,,,,,,0,83.7,74.3,0,77,5,1,69.1
2015-07-22 22:00:00,,,,,,0,83.3,74.4,0,76,3,1,69.1
2015-07-22 22:15:00,,,,,,0,81.7,74.3,0,76,4,1,68.4
2015-07-22 22:30:00,,,,,,0,81.9,74.2,0,60,4,1,68.4
2015-07-22 22:45:00,,,,,,0,83.3,74.3,0,79,5,1,69
2015-07-22 23:00:00,,,,,,0,85.2,74.3,0,66,6,1,69.6
2015-07-22 23:15:00,,,,,,0,84,74.3,0,63,4,1,69.2
2015-07-22 23:30:00,,,,,,0,82,74.2,0,76,5,1,68.4
2015-07-22 23:45:00,,,,,,0,80.7,74.3,0,67,5,1,68.1
2015-07-23 00:00:00,,,,,,0,82.6,74.3,0,70,5,1,68.7
2015-07-23 00:15:00,,,,,,0,81.8,74.4,0,69,5,1,68.5
2015-07-23 00:30:00,,,,,,0,81.4,74.3,0,66,6,1,68.3
2015-07-23 00:45:00,,,,,,0,81.2,74.3,0,103,5,1,68.2
2015-07-23 01:00:00,,,,,,0,84,74,0,90,10,1,68.9
2015-07-23 01:15:00,,,,,,0,86.6,73.4,0,83,6,1,69.2
2015-07-23 01:30:00,,,,,,0,85.1,73.3,0,77,5,1,68.6
2015-07-23 01:45:00,,,,,,0,83.4,73.8,0,80,5,2,68.5
2015-07-23 02:00:00,,,,,,0,81.8,74,0,63,5,1,68.2
2015-07-23 02:15:00,,,,,,0,79.9,74.1,0,81,4,1,67.6
2015-07-23 02:30:00,,,,,,0,82.4,74.1,0,64,4,1,68.5
2015-07-23 02:45:00,,,,,,0,80.9,73.9,0,62,3,1,67.7
2015-07-23 03:00:00,,,,,,0,80.5,73.7,0,67,4,0,67.4
2015-07-23 03:15:00,,,,,,0,81.9,73.6,0,67,4,1,67.8
2015-07-23 03:30:00,,,,,,0,82.4,73.7,0,56,4,1,68.1
2015-07-23 03:45:00,,,,,,0,85.6,72.9,0,98,5,1,68.4
2015-07-23 04:00:00,,,,,,0,88.1,72.8,0,93,5,2,69.1
2015-07-23 04:15:00,,,,,,0,87.5,72.6,0,66,5,1,68.7
2015-07-23 04:30:00,,,,,,0,86.3,72.7,0,74,7,1,68.4
2015-07-23 04:45:00,,,,,,0,86.8,72.8,0,97,6,2,68.7
2015-07-23 05:00:00,,,,,,0,87,72.8,0,74,5,1,68.7
2015-07-23 05:15:00,,,,,,0,85.3,72.8,0,69,8,1,68.2
2015-07-23 05:30:00,,,,,,0,85.8,72.7,0,66,7,1,68.2
2015-07-23 05:45:00,,,,,,0,84.1,73.2,0,63,4,1,68.2
2015-07-23 06:00:00,,,,,,0,83.5,73.4,0,81,7,1,68.1
2015-07-23 06:15:00,,,,,,0,83.5,73.1,0,91,5,1,67.9
2015-07-23 06:30:00,,,,,,0,84.1,72.9,0,98,4,1,67.9
2015-07-23 06:45:00,,,,,,0,83.5,73.2,0,66,5,2,68
2015-07-23 07:00:00,,,,,,5,82.1,73.1,0,79,5,1,67.4
2015-07-23 07:15:00,,,,,,20,83.7,73.2,0,59,5,1,68
2015-07-23 07:30:00,,,,,,29,82.8,73.3,0,77,4,1,67.8
2015-07-23 07:45:00,,,,,,39,82.5,73.6,0,79,7,1,68
2015-07-23 08:00:00,,,,,,61,81.8,73.7,0,59,3,1,67.9
2015-07-23 08:15:00,,,,,,85,81.8,74,0,76,6,1,68.2
2015-07-23 08:30:00,,,,,,109,80.6,74.3,0,66,7,1,68
2015-07-23 08:45:00,,,,,,129,79.3,74.6,0,77,9,1,67.9
2015-07-23 09:00:00,,,,,,141,77.5,74.8,0,62,5,1,67.4
2015-07-23 09:15:00,,,,,,215,77.9,75,0,97,5,1,67.8
2015-07-23 09:30:00,,,,,,302,75.6,75.5,0,76,9,2,67.4
2015-07-23 09:45:00,,,,,,245,75.5,75.5,0,69,5,1,67.4
2015-07-23 10:00:00,,,,,,331,74.7,75.7,0,60,4,1,67.3
2015-07-23 10:15:00,,,,,,400,73.2,76.6,0,60,4,2,67.6
2015-07-23 10:30:00,,,,,,406,71.8,76.5,0,69,7,1,66.9
2015-07-23 10:45:00,,,,,,409,72.6,76.7,0,76,5,1,67.4
2015-07-23 11:00:00,,,,,,427,71.9,77.1,0,73,6,1,67.5
2015-07-23 11:15:00,,,,,,494,69.9,77.3,0,76,5,1,66.9
2015-07-23 11:30:00,,,,,,493,69.3,77.6,0,63,5,1,67
2015-07-23 11:45:00,,,,,,620,66.5,77.7,0,77,5,1,65.9
2015-07-23 12:00:00,,,,,,573,67.3,78.4,0,73,5,2,66.9
2015-07-23 12:15:00,,,,,,372,68.8,77.5,0,73,4,1,66.7
2015-07-23 12:30:00,,,,,,372,72,76.7,0,64,6,1,67.2
2015-07-23 12:45:00,,,,,,641,67.8,77.9,0,64,5,1,66.6
2015-07-23 13:00:00,,,,,,661,66.2,78.8,0,73,4,1,66.8
2015-07-23 13:15:00,,,,,,429,68.5,77.8,0,77,4,1,66.8
2015-07-23 13:30:00,,,,,,526,68.8,77.6,0,60,7,1,66.8
2015-07-23 13:45:00,,,,,,673,67.4,78.3,0,66,7,1,66.8
2015-07-23 14:00:00,,,,,,541,68.3,78.2,0,77,6,1,67.1
2015-07-23 14:15:00,,,,,,473,68.3,77.7,0,70,5,1,66.6
2015-07-23 14:30:00,,,,,,502,67.6,77.9,0,69,6,1,66.5
2015-07-23 14:45:00,,,,,,481,68,77.5,0,93,10,2,66.3
2015-07-23 15:00:00,,,,,,392,68.6,77.2,0,86,5,1,66.3
2015-07-23 15:15:00,,,,,,332,69.3,76.7,0,70,6,1,66.1
2015-07-23 15:30:00,,,,,,297,68.2,76.4,0,73,4,1,65.4
2015-07-23 15:45:00,,,,,,304,68.2,77,0,69,4,1,65.9
2015-07-23 16:00:00,,,,,,260,66.7,76.6,0,81,5,1,64.9
2015-07-23 16:15:00,,,,,,226,67.4,76.4,0,76,6,1,65
2015-07-23 16:30:00,,,,,,212,68.8,76.4,0,81,5,1,65.6
2015-07-23 16:45:00,,,,,,82,71.9,75.4,0,86,6,1,65.9
2015-07-23 17:00:00,,,,,,107,71.5,75.1,0,80,4,1,65.4
2015-07-23 17:15:00,,,,,,84,72.3,75.2,0,66,4,1,65.9
2015-07-23 17:30:00,,,,,,64,72.8,75,0,74,5,1,65.9
2015-07-23 17:45:00,,,,,,33,72.8,74.8,0,81,5,1,65.7
2015-07-23 18:00:00,,,,,,8,75.2,74.4,0,87,5,2,66.2
2015-07-23 18:15:00,,,,,,2,75.4,74.2,0,70,7,1,66.1
2015-07-23 18:30:00,,,,,,0,78.9,73.8,0,52,4,1,66.9
2015-07-23 18:45:00,,,,,,0,75.5,73.8,0,72,5,1,65.7
2015-07-23 19:00:00,,,,,,0,75,74.3,0,67,7,1,66
2015-07-23 19:15:00,,,,,,0,75.4,74.3,0,80,4,1,66.2
2015-07-23 19:30:00,,,,,,0,77.7,73.9,0,81,3,1,66.6
2015-07-23 19:45:00,,,,,,0,76.5,74,0,60,5,1,66.3
2015-07-23 20:00:00,,,,,,0,75.7,74.2,0,55,5,1,66.2
2015-07-23 20:15:00,,,,,,0,75.3,74.3,0,83,5,1,66.1
2015-07-23 20:30:00,,,,,,0,75.6,74.2,0,74,5,1,66.1
2015-07-23 20:45:00,,,,,,0,76.9,74.1,0,74,7,1,66.5
2015-07-23 21:00:00,,,,,,0,79.9,73.5,0,57,5,1,67
2015-07-23 21:15:00,,,,,,0,79.1,73.3,0,79,5,1,66.5
2015-07-23 21:30:00,,,,,,0,78.2,73.8,0,83,4,1,66.7
2015-07-23 21:45:00,,,,,,0,80.5,73.7,0,80,4,1,67.4
2015-07-23 22:00:00,,,,,,0,81.2,73.3,0,64,5,1,67.3
2015-07-23 22:15:00,,,,,,0,80.8,73.4,0,73,7,1,67.2
2015-07-23 22:30:00,,,,,,0,79.8,73.5,0,50,4,1,67
2015-07-23 22:45:00,,,,,,0,79.4,73.6,0,96,9,1,66.9
2015-07-23 23:00:00,,,,,,0,79.8,73.4,0,70,3,0,66.9
2015-07-23 23:15:00,,,,,,0,81.8,73.2,0,80,5,1,67.4
2015-07-23 23:30:00,,,,,,0,80,73.5,0,63,3,0,67
2015-07-23 23:45:00,,,,,,0,80.6,73.6,0,66,3,0,67.4
2015-07-24 00:00:00,,,,,,0,80.6,73.2,0,62,4,0,67
2015-07-24 00:15:00,,,,,,0,85,73.3,0,62,4,1,68.6
2015-07-24 00:30:00,,,,,,0,89.8,72,0,55,2,0,68.8
2015-07-24 00:45:00,,,,,,0,91.2,71.6,0,70,3,1,68.9
2015-07-24 01:00:00,,,,,,0,91.4,71.2,0,55,4,0,68.5
2015-07-24 01:15:00,,,,,,0,93.1,70.8,0,60,4,0,68.7
2015-07-24 01:30:00,,,,,,0,92.2,71.1,0,72,5,1,68.7
2015-07-24 01:45:00,,,,,,0,91,71.6,0,67,7,1,68.8
2015-07-24 02:00:00,,,,,,0,87.2,72.1,0,87,3,0,68.1
2015-07-24 02:15:00,,,,,,0,86.5,72.2,0,66,3,1,68
2015-07-24 02:30:00,,,,,,0,85.8,72.5,0,66,5,1,68
2015-07-24 02:45:00,,,,,,0,83.5,72.9,0,57,4,1,67.7
2015-07-24 03:00:00,,,,,,0,83.5,72.8,0,67,3,1,67.6
2015-07-24 03:15:00,,,,,,0,81.8,72.7,0,52,3,1,66.9
2015-07-24 03:30:00,,,,,,0,82.3,72.9,0,55,2,0,67.3
2015-07-24 03:45:00,,,,,,0,82.6,73,0,48,3,0,67.5
2015-07-24 04:00:00,,,,,,0,81.7,72.9,0,53,3,0,67
2015-07-24 04:15:00,,,,,,0,83,72.9,0,48,3,0,67.5
2015-07-24 04:30:00,,,,,,0,82.3,73.4,0,63,7,1,67.7
2015-07-24 04:45:00,,,,,,0,88.2,73.2,0.02,67,3,1,69.5
2015-07-24 05:00:00,,,,,,0,92.8,71.8,0,63,3,0,69.6
2015-07-24 05:15:00,,,,,,0,93.4,71.6,0,60,3,0,69.6
2015-07-24 05:30:00,,,,,,0,93.1,71.8,0,45,3,0,69.7
2015-07-24 05:45:00,,,,,,0,91.6,71.8,0,56,4,1,69.2
2015-07-24 06:00:00,,,,,,0,91.5,72.2,0,62,3,0,69.6
2015-07-24 06:15:00,,,,,,0,92.3,71.8,0,48,3,0,69.4
2015-07-24 06:30:00,,,,,,0,93,71.4,0,48,3,0,69.2
2015-07-24 06:45:00,,,,,,0,91.7,71.3,0,59,3,1,68.7
2015-07-24 07:00:00,,,,,,4,91.3,71.1,0,70,4,1,68.4
2015-07-24 07:15:00,,,,,,19,90.1,71.9,0,64,5,1,68.8
2015-07-24 07:30:00,,,,,,20,88.6,72.4,0,43,3,1,68.8
2015-07-24 07:45:00,,,,,,37,88.1,72.4,0,50,3,1,68.7
2015-07-24 08:00:00,,,,,,67,86.9,73.2,0,55,7,1,69.1
2015-07-24 08:15:00,,,,,,65,85.1,73.7,0,66,4,1,69
2015-07-24 08:30:00,,,,,,86,84.8,73.9,0,60,3,1,69.1
2015-07-24 08:45:00,,,,,,120,84.4,74.3,0,57,4,1,69.3
2015-07-24 09:00:00,,,,,,136,82.8,74.9,0,69,4,1,69.4
2015-07-24 09:15:00,,,,,,178,81.3,74.9,0,66,6,1,68.9
2015-07-24 09:30:00,,,,,,259,80.6,75.4,0,83,7,1,69.1
2015-07-24 09:45:00,,,,,,335,78.3,76.1,0,64,4,1,69
2015-07-24 10:00:00,,,,,,186,79.2,76,0,81,11,1,69.2
2015-07-24 10:15:00,,,,,,396,77.9,76.4,0,62,6,1,69.1
2015-07-24 10:30:00,,,,,,439,75.2,77.3,0,63,3,1,69
2015-07-24 10:45:00,,,,,,641,73,77.7,0,67,3,1,68.5
2015-07-24 11:00:00,,,,,,668,69.7,78.7,0,87,3,0,68.2
2015-07-24 11:15:00,,,,,,594,70.8,79.1,0,93,3,0,69
2015-07-24 11:30:00,,,,,,470,73.6,77.6,0,74,4,1,68.7
2015-07-24 11:45:00,,,,,,605,71.8,78.5,0,55,5,1,68.8
2015-07-24 12:00:00,,,,,,760,70.3,79.2,0,81,3,0,68.9
2015-07-24 12:15:00,,,,,,698,69.9,79.6,0,66,4,1,69.1
2015-07-24 12:30:00,,,,,,747,69.3,79.5,0,69,4,1,68.8
2015-07-24 12:45:00,,,,,,538,71.7,79.4,0,73,4,1,69.7
2015-07-24 13:00:00,,,,,,656,71.4,78.7,0,77,4,1,68.9
2015-07-24 13:15:00,,,,,,597,69.9,79.5,0,70,4,1,69
2015-07-24 13:30:00,,,,,,558,70,79.5,0,63,2,0,69.1
2015-07-24 13:45:00,,,,,,653,68.8,79.9,0,64,3,0,69
2015-07-24 14:00:00,,,,,,408,71.9,79.5,0,73,3,1,69.8
2015-07-24 14:15:00,,,,,,431,72.8,77.9,0,87,3,0,68.7
2015-07-24 14:30:00,,,,,,710,65.9,80.1,0,72,3,0,67.9
2015-07-24 14:45:00,,,,,,754,65,81,0,64,4,0,68.4
2015-07-24 15:00:00,,,,,,724,64.7,81.3,0,72,6,1,68.5
2015-07-24 15:15:00,,,,,,624,67.2,80.6,0,81,5,0,69
2015-07-24 15:30:00,,,,,,386,67.8,80.4,0,87,8,0,69
2015-07-24 15:45:00,,,,,,212,67.9,80,0,55,3,0,68.7
2015-07-24 16:00:00,,,,,,239,68.6,80.1,0,91,5,1,69.1
2015-07-24 16:15:00,,,,,,195,73.3,78.2,0,52,4,0,69.1
2015-07-24 16:30:00,,,,,,236,71.5,78.2,0,59,3,0,68.4
2015-07-24 16:45:00,,,,,,319,69.3,78.7,0,79,4,1,68
2015-07-24 17:00:00,,,,,,201,72,78.4,0,60,3,0,68.8
2015-07-24 17:15:00,,,,,,123,75.4,77.5,0,72,4,1,69.3
2015-07-24 17:30:00,,,,,,119,76.8,76.9,0,83,4,1,69.2
2015-07-24 17:45:00,,,,,,42,80,76,0,73,4,0,69.5
2015-07-24 18:00:00,,,,,,22,83.7,74.7,0,64,3,0,69.5
2015-07-24 18:15:00,,,,,,4,83.7,74.6,0,62,5,0,69.4
2015-07-24 18:30:00,,,,,,0,83.7,74.8,0,59,4,1,69.6
2015-07-24 18:45:00,,,,,,0,83.9,74.8,0,86,2,1,69.7
2015-07-24 19:00:00,,,,,,0,84.2,74.8,0,55,8,0,69.8
2015-07-24 19:15:00,,,,,,0,83.4,74.8,0,72,3,0,69.5
2015-07-24 19:30:00,,,,,,0,82.3,74.7,0,53,3,0,69
2015-07-24 19:45:00,,,,,,0,83.2,74.7,0,55,3,0,69.3
2015-07-24 20:00:00,,,,,,0,83.1,74.7,0,50,3,0,69.3
2015-07-24 20:15:00,,,,,,0,83.3,74.7,0,66,3,0,69.4
2015-07-24 20:30:00,,,,,,0,83.6,74.8,0,48,3,0,69.6
2015-07-24 20:45:00,,,,,,0,83.5,74.8,0,50,3,0,69.5
2015-07-24 21:00:00,,,,,,0,83.1,74.8,0,50,2,0,69.4
2015-07-24 21:15:00,,,,,,0,81.4,74.8,0,50,5,0,68.8
2015-07-24 21:30:00,,,,,,0,83,74.6,0,42,2,0,69.2
2015-07-24 21:45:00,,,,,,0,83.1,74.5,0,56,3,0,69.1
2015-07-24 22:00:00,,,,,,0,83.1,74.6,0,80,5,0,69.2
2015-07-24 22:15:00,,,,,,0,85.3,74.8,0,60,4,0,70.1
2015-07-24 22:30:00,,,,,,0,84.5,75,0,48,3,0,70.1
2015-07-24 22:45:00,,,,,,0,83.5,74.8,0,56,2,0,69.5
2015-07-24 23:00:00,,,,,,0,83.6,74.5,0,45,2,0,69.3
2015-07-24 23:15:00,,,,,,0,84,74.4,0,42,2,0,69.3
2015-07-24 23:30:00,,,,,,0,84,74.3,0,52,2,0,69.2
2015-07-24 23:45:00,,,,,,0,84.2,74.4,0,59,3,0,69.4
2015-07-25 00:00:00,,,,,,0,84.5,74.1,0,52,2,0,69.2
2015-07-25 00:15:00,,,,,,0,84.8,74,0,60,3,0,69.2
2015-07-25 00:30:00,,,,,,0,84.8,74,0,36,3,0,69.2
2015-07-25 00:45:00,,,,,,0,85,74.1,0,45,2,0,69.3
2015-07-25 01:00:00,,,,,,0,85.1,74.1,0,50,2,0,69.4
2015-07-25 01:15:00,,,,,,0,85.6,74.1,0,42,2,0,69.5
2015-07-25 01:30:00,,,,,,0,84.4,74.1,0,72,2,0,69.1
2015-07-25 01:45:00,,,,,,0,85.6,73.9,0,43,2,0,69.3
2015-07-25 02:00:00,,,,,,0,86.2,73.9,0,49,2,0,69.5
2015-07-25 02:15:00,,,,,,0,84.8,73.9,0,67,2,0,69.1
2015-07-25 02:30:00,,,,,,0,84.8,74.1,0,52,3,0,69.3
2015-07-25 02:45:00,,,,,,0,84.7,74.2,0,63,2,0,69.3
2015-07-25 03:00:00,,,,,,0,84.8,74.1,0,66,4,0,69.3
2015-07-25 03:15:00,,,,,,0,85.6,73.8,0,52,2,0,69.2
2015-07-25 03:30:00,,,,,,0,85.5,73.8,0,48,2,0,69.2
