well,Lat,Lon,x_utm,y_utm,Elev_m,Depth_m,Bottom_MSL,WL_m_MSL,Source
1642-04,-14.275877,-170.706783,531627,8421743,17.1,23.2,-6.1,7.3,Bentley 1975 appendix
1642-03,-14.276277,-170.70625,531684,8421698,13.6,24.4,-10.8,10.5,Bentley 1975 appendix
1642-02,-14.276734,-170.706041,531707,8421648,12.2,27.4,-15.2,8.2,Bentley 1975 appendix
Pago_107,-14.27862,-170.70548,531767,8421439,25.8,85.3,-59.5,20.3,Eyre 1991 and 1993
Pago_105,-14.277783,-170.705284,531788,8421532,23.1,83.8,-60.7,12.4,Eyre 1991 and 1993
PAGO-105,-14.27778,-170.70528,531789,8421532,23.1,83.8,-60.7,16.7,Log_well105_040895.pdf
1642-01,-14.276791,-170.70528,531789,8421641,12.2,61,-48.8,10.7,Bentley 1975 appendix
PAGOTANK-24,-14.26924,-170.70488,531833,8422477,66.1,99.1,-33,1.2,DRILLING SUPPORT Well Log # 24_After going deeper.doc
Pago_plaza_1-2,-14.272504,-170.703302,532003,8422115,2.4,56.4,-54,3,Eyre 1991 and 1993
Fagatogo_102,-14.280229,-170.693879,533018,8421260,43,54.9,-11.9,6.4,Eyre 1991 and 1993
Fagatogo_101,-14.28003,-170.6938,533026,8421282,43.8,54.9,-11.1,6.9,Eyre 1991 and 1993
FALU-179,-14.29103,-170.68893,533550,8420064,23.2,32,-8.8,2.7,DLog_Well179_031308.pdf
1741-01,-14.2898,-170.685104,533963,8420200,11.4,18.3,-6.9,6.1,Bentley 1975 appendix
UTULEI_3,-14.28032,-170.682991,534192,8421248,1.5,0,0,0.1,Eyre 1991 and 1993
VATI-170,-14.25455,-170.66925,535678,8424096,32.3,0,0,8.1,Pump_Well180_082811.pdf
VATI-180,-14.25476,-170.66857,535752,8424073,50.5,0,0,8.2,Pump_Well180_082811.pdf
1639-03,-14.26902,-170.662151,536442,8422495,6.1,3.8,2.3,5.1,Bentley 1975 appendix
Aua_95,-14.269062,-170.66177,536483,8422490,24.4,63.1,-38.7,6.1,Eyre 1991 and 1993
1639-02,-14.269674,-170.661764,536484,8422422,6.1,42.7,-36.6,5.5,Bentley 1975 appendix
AUA_98,-14.268362,-170.661314,536532,8422567,31.3,0,0,4.3,Eyre 1991 and 1993
AUA__97,-14.2687,-170.66118,536547,8422530,25.8,0,0,5.5,Eyre 1991 and 1993
LAU-96,-14.2834,-170.65285,537443,8420903,11,0,0,6,pump_test_96.pdf
Laulii_106,-14.282992,-170.651927,537542,8420948,16.2,113.4,-97.2,7.3,Eyre 1991 and 1993
Sailele_130,-14.257784,-170.596308,543546,8423726,10.7,20.1,-9.4,2.7,Eyre 1991 and 1993
1635-02,-14.273372,-170.588422,544394,8422000,10.7,25.9,-15.2,5.3,Bentley 1975 appendix
1534-01,-14.25284,-170.56952,546437,8424268,9.1,33.5,-24.4,3.1,Bentley 1975 appendix
TULA__108,-14.25173,-170.568548,546542,8424390,5.2,15.2,-10,3,Eyre 1991 and 1993
1633-01,-14.263938,-170.566626,546747,8423040,6.1,5.5,0.6,5.7,Bentley 1975 appendix
F0,-14.238332,-170.850832,516092,8425910,,,,0.05,
F1,-14.238321,-170.835111,517788,8425910,,,,0.05,
F2,-14.23831,-170.81939,519484,8425910,,,,0.05,
F3,-14.238297,-170.803668,521180,8425910,,,,0.05,
F4,-14.238284,-170.787947,522876,8425910,,,,0.05,
F5,-14.238269,-170.772226,524572,8425910,,,,0.05,
F6,-14.238254,-170.756505,526268,8425910,,,,0.05,
F7,-14.238237,-170.740783,527964,8425910,,,,0.05,
F8,-14.23822,-170.725062,529660,8425910,,,,0.05,
F9,-14.238201,-170.709341,531356,8425910,,,,0.05,
F10,-14.238182,-170.69362,533052,8425910,,,,0.05,
F11,-14.238161,-170.677899,534748,8425910,,,,0.05,
F12,-14.238139,-170.662178,536444,8425910,,,,0.05,
F13,-14.238116,-170.646457,538140,8425910,,,,0.05,
F14,-14.238093,-170.630736,539836,8425910,,,,0.05,
F15,-14.238068,-170.615015,541532,8425910,,,,0.05,
F16,-14.238042,-170.599294,543228,8425910,,,,0.05,
F17,-14.238015,-170.583573,544924,8425910,,,,0.05,
F18,-14.237987,-170.567852,546620,8425910,,,,0.05,
F19,-14.237958,-170.552131,548316,8425910,,,,0.05,
F20,-14.253305,-170.850823,516092,8424254,,,,0.05,
F21,-14.253294,-170.8351,517788,8424254,,,,0.05,
F22,-14.253283,-170.819378,519484,8424254,,,,0.05,
F23,-14.253271,-170.803656,521180,8424254,,,,0.05,
F24,-14.253257,-170.787933,522876,8424254,,,,0.05,
F25,-14.253243,-170.772211,524572,8424254,,,,0.05,
F26,-14.253227,-170.756489,526268,8424254,,,,0.05,
F27,-14.253211,-170.740766,527964,8424254,,,,0.05,
F28,-14.253193,-170.725044,529660,8424254,,,,0.05,
F29,-14.253174,-170.709322,531356,8424254,,,,0.05,
F30,-14.253089,-170.646433,538140,8424254,,,,0.05,
F31,-14.253015,-170.599267,543228,8424254,,,,0.05,
F32,-14.252931,-170.552101,548316,8424254,,,,0.05,
F33,-14.268278,-170.850813,516092,8422598,,,,0.05,
F34,-14.268268,-170.835089,517788,8422598,,,,0.05,
F35,-14.268256,-170.819366,519484,8422598,,,,0.05,
F36,-14.268244,-170.803643,521180,8422598,,,,0.05,
F37,-14.26823,-170.787919,522876,8422598,,,,0.05,
F38,-14.268216,-170.772196,524572,8422598,,,,0.05,
F39,-14.2682,-170.756473,526268,8422598,,,,0.05,
F40,-14.268184,-170.740749,527964,8422598,,,,0.05,
F41,-14.268166,-170.725026,529660,8422598,,,,0.05,
F42,-14.267904,-170.552072,548316,8422598,,,,0.05,
F43,-14.283251,-170.850803,516092,8420942,,,,0.05,
F44,-14.283241,-170.835078,517788,8420942,,,,0.05,
F45,-14.283229,-170.819354,519484,8420942,,,,0.05,
F46,-14.283217,-170.80363,521180,8420942,,,,0.05,
F47,-14.283203,-170.787905,522876,8420942,,,,0.05,
F48,-14.283189,-170.772181,524572,8420942,,,,0.05,
F49,-14.283173,-170.756456,526268,8420942,,,,0.05,
F50,-14.283157,-170.740732,527964,8420942,,,,0.05,
F51,-14.283139,-170.725008,529660,8420942,,,,0.05,
F52,-14.283011,-170.630662,539836,8420942,,,,0.05,
F53,-14.282986,-170.614938,541532,8420942,,,,0.05,
F54,-14.282934,-170.58349,544924,8420942,,,,0.05,
F55,-14.282905,-170.567766,546620,8420942,,,,0.05,
F56,-14.282876,-170.552042,548316,8420942,,,,0.05,
F57,-14.298224,-170.850793,516092,8419286,,,,0.05,
F58,-14.298214,-170.835068,517788,8419286,,,,0.05,
F59,-14.298202,-170.819342,519484,8419286,,,,0.05,
F60,-14.298031,-170.662088,536444,8419286,,,,0.05,
F61,-14.298008,-170.646363,538140,8419286,,,,0.05,
F62,-14.297984,-170.630638,539836,8419286,,,,0.05,
F63,-14.297959,-170.614913,541532,8419286,,,,0.05,
F64,-14.297933,-170.599188,543228,8419286,,,,0.05,
F65,-14.297906,-170.583463,544924,8419286,,,,0.05,
F66,-14.297878,-170.567737,546620,8419286,,,,0.05,
F67,-14.297849,-170.552012,548316,8419286,,,,0.05,
F68,-14.313197,-170.850783,516092,8417630,,,,0.05,
F69,-14.313187,-170.835057,517788,8417630,,,,0.05,
F70,-14.313047,-170.693519,533052,8417630,,,,0.05,
F71,-14.313026,-170.677792,534748,8417630,,,,0.05,
F72,-14.313004,-170.662066,536444,8417630,,,,0.05,
F73,-14.312981,-170.64634,538140,8417630,,,,0.05,
F74,-14.312957,-170.630614,539836,8417630,,,,0.05,
F75,-14.312932,-170.614887,541532,8417630,,,,0.05,
F76,-14.312906,-170.599161,543228,8417630,,,,0.05,
F77,-14.312879,-170.583435,544924,8417630,,,,0.05,
F78,-14.312851,-170.567709,546620,8417630,,,,0.05,
F79,-14.312822,-170.551983,548316,8417630,,,,0.05,
F80,-14.32817,-170.850773,516092,8415974,,,,0.05,
F81,-14.32816,-170.835046,517788,8415974,,,,0.05,
F82,-14.328019,-170.693498,533052,8415974,,,,0.05,
F83,-14.327999,-170.677771,534748,8415974,,,,0.05,
F84,-14.327977,-170.662044,536444,8415974,,,,0.05,
F85,-14.327954,-170.646316,538140,8415974,,,,0.05,
F86,-14.32793,-170.630589,539836,8415974,,,,0.05,
F87,-14.327905,-170.614862,541532,8415974,,,,0.05,
F88,-14.327879,-170.599135,543228,8415974,,,,0.05,
F89,-14.327852,-170.583407,544924,8415974,,,,0.05,
F90,-14.327824,-170.56768,546620,8415974,,,,0.05,
F91,-14.327795,-170.551953,548316,8415974,,,,0.05,
F92,-14.343143,-170.850763,516092,8414318,,,,0.05,
F93,-14.343133,-170.835035,517788,8414318,,,,0.05,
F94,-14.343122,-170.819306,519484,8414318,,,,0.05,
F95,-14.343109,-170.803578,521180,8414318,,,,0.05,
F96,-14.343012,-170.709206,531356,8414318,,,,0.05,
F97,-14.342992,-170.693478,533052,8414318,,,,0.05,
F98,-14.342972,-170.67775,534748,8414318,,,,0.05,
F99,-14.34295,-170.662021,536444,8414318,,,,0.05,
F100,-14.342927,-170.646293,538140,8414318,,,,0.05,
F101,-14.342903,-170.630565,539836,8414318,,,,0.05,
F102,-14.342878,-170.614836,541532,8414318,,,,0.05,
F103,-14.342852,-170.599108,543228,8414318,,,,0.05,
F104,-14.342825,-170.58338,544924,8414318,,,,0.05,
F105,-14.342796,-170.567652,546620,8414318,,,,0.05,
F106,-14.342767,-170.551923,548316,8414318,,,,0.05,
F107,-14.358117,-170.850753,516092,8412662,,,,0.05,
F108,-14.358106,-170.835024,517788,8412662,,,,0.05,
F109,-14.358095,-170.819294,519484,8412662,,,,0.05,
F110,-14.358082,-170.803565,521180,8412662,,,,0.05,
F111,-14.358069,-170.787835,522876,8412662,,,,0.05,
F112,-14.358004,-170.724917,529660,8412662,,,,0.05,
F113,-14.357985,-170.709187,531356,8412662,,,,0.05,
F114,-14.357965,-170.693458,533052,8412662,,,,0.05,
F115,-14.357944,-170.677728,534748,8412662,,,,0.05,
F116,-14.357922,-170.661999,536444,8412662,,,,0.05,
F117,-14.3579,-170.646269,538140,8412662,,,,0.05,
F118,-14.357876,-170.63054,539836,8412662,,,,0.05,
F119,-14.35785,-170.614811,541532,8412662,,,,0.05,
F120,-14.357824,-170.599081,543228,8412662,,,,0.05,
F121,-14.357797,-170.583352,544924,8412662,,,,0.05,
F122,-14.357769,-170.567623,546620,8412662,,,,0.05,
F123,-14.35774,-170.551894,548316,8412662,,,,0.05,
F124,-14.37309,-170.850743,516092,8411006,,,,0.05,
F125,-14.373079,-170.835013,517788,8411006,,,,0.05,
F126,-14.373068,-170.819282,519484,8411006,,,,0.05,
F127,-14.373055,-170.803551,521180,8411006,,,,0.05,
F128,-14.373042,-170.787821,522876,8411006,,,,0.05,
F129,-14.373027,-170.77209,524572,8411006,,,,0.05,
F130,-14.373011,-170.75636,526268,8411006,,,,0.05,
F131,-14.372995,-170.740629,527964,8411006,,,,0.05,
F132,-14.372977,-170.724898,529660,8411006,,,,0.05,
F133,-14.372958,-170.709168,531356,8411006,,,,0.05,
F134,-14.372938,-170.693437,533052,8411006,,,,0.05,
F135,-14.372917,-170.677707,534748,8411006,,,,0.05,
F136,-14.372895,-170.661976,536444,8411006,,,,0.05,
F137,-14.372872,-170.646246,538140,8411006,,,,0.05,
F138,-14.372848,-170.630515,539836,8411006,,,,0.05,
F139,-14.372823,-170.614785,541532,8411006,,,,0.05,
F140,-14.372797,-170.599055,543228,8411006,,,,0.05,
F141,-14.37277,-170.583324,544924,8411006,,,,0.05,
F142,-14.372742,-170.567594,546620,8411006,,,,0.05,
F143,-14.372712,-170.551864,548316,8411006,,,,0.05,
